sentence,target_word,context_sentence,target_level,system_id
一間は這入って来た人に冷やかな、不愉快な印象を与える。,与える,一間は這入って来た人に冷やかな、不愉快な印象を与える。,N5,2
「私たちの国では、子供には多くのものを与えすぎる」と言うこともできる。,与える,一間は這入って来た人に冷やかな、不愉快な印象を与える。,N5,2
彼は与えられた仕事をこなすだけだ。,与える,一間は這入って来た人に冷やかな、不愉快な印象を与える。,N5,2
彼は私に与えてくれたものがある：,与える,一間は這入って来た人に冷やかな、不愉快な印象を与える。,N5,2
彼らは私に与えてくれたのだ,与える,一間は這入って来た人に冷やかな、不愉快な印象を与える。,N5,2
彼女は私に与えてくれた,与える,一間は這入って来た人に冷やかな、不愉快な印象を与える。,N5,2
あなたは私に与えてくれた,与える,一間は這入って来た人に冷やかな、不愉快な印象を与える。,N5,2
それは私に与えてくれなかった1.彼は私たちにお菓子をくれた。,与える,一間は這入って来た人に冷やかな、不愉快な印象を与える。,N5,2
彼女はあなたにパンを与えた。,与える,一間は這入って来た人に冷やかな、不愉快な印象を与える。,N5,2
君には何か与えられるものがあるのか？,与える,一間は這入って来た人に冷やかな、不愉快な印象を与える。,N5,2
私は彼に知識を与えたい！,与える,一間は這入って来た人に冷やかな、不愉快な印象を与える。,N5,2
彼女は子供たちに笑顔を与えてくれる。,与える,一間は這入って来た人に冷やかな、不愉快な印象を与える。,N5,2
