sentence,target_word,context_sentence,target_level,system_id
鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N3,2
彼女の鋭い目つきには誰も逆らえない。,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N3,2
その鋭い歯を見た者は震え上がった。,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N3,2
彼の鋭い剣さばきは、多くの騎士たちから畏敬の念を抱かれていた。,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N3,2
この鋭いナイフなら、果物や野菜をきれいに切ることができる。,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N3,2
あの鋭い爪ではどうやって敵を倒したのか？,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N3,2
彼の鋭い観察眼にはいつも驚かされる。,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N3,2
彼女の鋭い嗅覚を頼りに、私は食べ物を探している。,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N3,2
その鋭い目つきから察すると、彼らはとても好戦的なようだ。,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N3,2
この鋭い剣なら、何でも切り裂くことができる。,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N3,2
あの鋭い刃先では、誰にも太刀打ちできないだろう。,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N3,2
鋭く研がれた刃物のような眼光を持つ男だった。,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N3,2
彼女は鋭い目付きで私を見ていた。,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N3,2
これは鋭いナイフです。,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N3,2
彼は鋭い勘と記憶力を持っていた。,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N3,2
この剣は鋭い刃先を持ち、その切っ先から炎を噴き出した。,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N3,2
そのナイフは鋭い刃をしている。,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N3,2
彼は鋭い目つきをしている。,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N3,2
彼女の声は鋭く、私には聞こえなかった。,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N3,2
この剣は鋭い切っ先を持っている。,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N3,2
あなたの心は鋭い洞察力を持っている。,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N3,2
彼の目はとても鋭かった。,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N3,2
彼女の鼻はとても鋭かった。,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N3,2
私の歯はとても鋭かった。,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N3,2
このペンはとても鋭かった。,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N3,2
彼らの剣はとても鋭かった。,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N3,2
