sentence,target_word,context_sentence,target_level,system_id
自分が自分の心でするべき事だ。,する,自分が自分の心でするべき事だ。,N5,2
彼は、仕事を成し遂げるために努力しなければならない。,する,自分が自分の心でするべき事だ。,N5,2
あなたは、新しい環境に慣れるために努力しなければならない。,する,自分が自分の心でするべき事だ。,N5,2
彼らは、勉強や仕事を成功させるために努力しなければならない。,する,自分が自分の心でするべき事だ。,N5,2
明日、朝早く起きて仕事をしなければならない。,する,自分が自分の心でするべき事だ。,N5,2
最後までハラハラドキドキしたね。,する,自分が自分の心でするべき事だ。,N5,2
彼は勉強している。,する,自分が自分の心でするべき事だ。,N5,2
君は何をしたい？,する,自分が自分の心でするべき事だ。,N5,2
僕は一人で散歩をすることにした。,する,自分が自分の心でするべき事だ。,N5,2
君と一緒に勉強しないことにした。,する,自分が自分の心でするべき事だ。,N5,2
彼は彼女から離れて仕事をすることにした。,する,自分が自分の心でするべき事だ。,N5,2
私はあなたと共に食事をしないことにした。,する,自分が自分の心でするべき事だ。,N5,2
そのために、私たちはこの町を去ることにした。,する,自分が自分の心でするべき事だ。,N5,2
彼は勉強をしなければならない。,する,自分が自分の心でするべき事だ。,N5,2
彼女は洗濯をしなければならない。,する,自分が自分の心でするべき事だ。,N5,2
