sentence,target_word,context_sentence,target_level,system_id
そして弾丸が始終高い所ばかりを飛ぶようになった。,高い,そして弾丸が始終高い所ばかりを飛ぶようになった。,N3,2
東京タワーは、世界一の高さを誇る電波塔である。,高い,そして弾丸が始終高い所ばかりを飛ぶようになった。,N3,2
日本にはたくさんの山があり、その中には富士山より高い山もある。,高い,そして弾丸が始終高い所ばかりを飛ぶようになった。,N3,2
ビルやマンションなどの建物は高くなるほど窓からの眺めがよくなる。,高い,そして弾丸が始終高い所ばかりを飛ぶようになった。,N3,2
飛行機から見る景色はとても高くて美しい。,高い,そして弾丸が始終高い所ばかりを飛ぶようになった。,N3,2
彼女は背が高いので、いつもみんなに見られる。,高い,そして弾丸が始終高い所ばかりを飛ぶようになった。,N3,2
このケーキは本当に高い！,高い,そして弾丸が始終高い所ばかりを飛ぶようになった。,N3,2
今までで一番高いビルは東京タワーだと思う。,高い,そして弾丸が始終高い所ばかりを飛ぶようになった。,N3,2
空の青さは高く、山の緑も深い。,高い,そして弾丸が始終高い所ばかりを飛ぶようになった。,N3,2
東京スカイツリーは高さ634メートルで世界一だ。,高い,そして弾丸が始終高い所ばかりを飛ぶようになった。,N3,2
ビル群は背が高くそびえ立ち、その間を車が走る。,高い,そして弾丸が始終高い所ばかりを飛ぶようになった。,N3,2
飛行機はいつも上空を飛んでいるので、窓から見る景色は常に高い。,高い,そして弾丸が始終高い所ばかりを飛ぶようになった。,N3,2
山はとても高くそびえていた。,高い,そして弾丸が始終高い所ばかりを飛ぶようになった。,N3,2
そのビルは高さ300メートルもあった。,高い,そして弾丸が始終高い所ばかりを飛ぶようになった。,N3,2
彼女は背が高いので、他の人より目立ってしまう。,高い,そして弾丸が始終高い所ばかりを飛ぶようになった。,N3,2
東京タワーは高さ333メートルの電波塔である。,高い,そして弾丸が始終高い所ばかりを飛ぶようになった。,N3,2
日本には、富士山よりも高い山がたくさんある。,高い,そして弾丸が始終高い所ばかりを飛ぶようになった。,N3,2
スカイツリーは世界一高い建造物としてギネスブックにも登録されている。,高い,そして弾丸が始終高い所ばかりを飛ぶようになった。,N3,2
