sentence,target_word,context_sentence,target_level,system_id
但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N5,2
日本には独自の文化がある。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N5,2
私たち日本人は伝統的な文化を大切にしている。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N5,2
外国人から見ると、日本の文化は独特で面白い。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N5,2
世界ではさまざまな文化があることを認識する必要がある。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N5,2
どの国でもその国特有の文化がある。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N5,2
しかし、それらを楽しむために醤油とワサビ以外の調味料を使うことで、他の国では見られない独特の食文化を生み出している。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N5,2
その理由として考えられるのは、長い歴史の中で培われた独自の文化だ。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N5,2
私たちアジア人は、西洋から伝わったさまざまな技術を取り入れながら、自らの文化を発展させてきた。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N5,2
世界中の人々が平和で豊かな生活を送れるようにするためにも、各国の文化交流を通して相互理解を深めることが大切です。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N5,2
世界全体における経済活動の活性化という点でも、文化交流は重要な役割を果たしている。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N5,2
茶道や生け花など、日本の伝統的な文化を体験することができる。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N5,2
日本には素晴らしい文化がある。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N5,2
日本語を学ぶことで、他の国の文化や歴史についてもっと知ることができる。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N5,2
この世界には様々な文化があり、その中から自分の好きな文化を見つけることが大切だ。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N5,2
日本には四季があり、その季節特有の文化がある。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N5,2
茶道や華道など伝統的な日本文化を学ぶことで、世界に通用する教養を身につけることができる。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N5,2
