sentence,target_word,context_sentence,target_level,system_id
軽量なものでは5kgを切るような車体を作成することも可能である。,もの,軽量なものでは5kgを切るような車体を作成することも可能である。,N3,2
重さのないものは何もない。,もの,軽量なものでは5kgを切るような車体を作成することも可能である。,N3,2
重量が軽いものは、自転車や車など移動手段となりうる。,もの,軽量なものでは5kgを切るような車体を作成することも可能である。,N3,2
重いものは動かないため、家財道具として利用される。,もの,軽量なものでは5kgを切るような車体を作成することも可能である。,N3,2
金属製のものは重く、木製のものは軽い。,もの,軽量なものでは5kgを切るような車体を作成することも可能である。,N3,2
物にはそれぞれ個性があり、同じ種類のものでも重さは異なる。,もの,軽量なものでは5kgを切るような車体を作成することも可能である。,N3,2
軽いものでは5kgを切るような車体を作成することも可能である。,もの,軽量なものでは5kgを切るような車体を作成することも可能である。,N3,2
重いものでは6kgを超えるような車体を作成することも可能である。,もの,軽量なものでは5kgを切るような車体を作成することも可能である。,N3,2
それは、軽いものでは5kgを切るような車体を作成することも可能である。,もの,軽量なものでは5kgを切るような車体を作成することも可能である。,N3,2
その車は、軽いものでは5kgを切るような車体を作成することも可能である。,もの,軽量なものでは5kgを切るような車体を作成することも可能である。,N3,2
しかし、重いものでは6kgを超えるような車体を作成することも可能である。,もの,軽量なものでは5kgを切るような車体を作成することも可能である。,N3,2
以上のように、「もの」に対する価値観が多様化し、さまざまなニーズに応える新たな製品が登場することで、人々の暮らしはより豊かになるだろう。,もの,軽量なものでは5kgを切るような車体を作成することも可能である。,N3,2
