sentence,target_word,context_sentence,target_level,system_id
私は母の愛というものに就いて考える。,考える,私は母の愛というものに就いて考える。,N5,2
この本を読んで、考えないといけないことがたくさんあるんだ。,考える,私は母の愛というものに就いて考える。,N5,2
彼は自分の仕事についてよく考えている。,考える,私は母の愛というものに就いて考える。,N5,2
あなたが将来何をするかについて、よく考えなさい。,考える,私は母の愛というものに就いて考える。,N5,2
彼は彼女と別れたことで、自分自身についてよく考えた。,考える,私は母の愛というものに就いて考える。,N5,2
母親の愛について考えることが多い。,考える,私は母の愛というものに就いて考える。,N5,2
自分自身を見つめ直すために、今まで考えたこともなかった人生の意味について考える必要がある。,考える,私は母の愛というものに就いて考える。,N5,2
彼は将来の夢についてよく考えている。,考える,私は母の愛というものに就いて考える。,N5,2
彼女は人との付き合い方についてよく考えている。,考える,私は母の愛というものに就いて考える。,N5,2
日本には多くの伝統や習慣があり、それらを深く理解するためには歴史的な背景など様々な観点から考える必要がある。,考える,私は母の愛というものに就いて考える。,N5,2
彼女は今、自分が何をすべきか考えている。,考える,私は母の愛というものに就いて考える。,N5,2
彼はこれからどうするかについてよく考えている。,考える,私は母の愛というものに就いて考える。,N5,2
あなたが考えたことを聞かせてください。,考える,私は母の愛というものに就いて考える。,N5,2
彼はもっと自分自身で物事を考えるべきだ。,考える,私は母の愛というものに就いて考える。,N5,2
