sentence,target_word,context_sentence,target_level,system_id
英吉利語を教える報酬は僅かに月額六十円である。,教える,英吉利語を教える報酬は僅かに月額六十円である。,N1,2
私の英語力を高めるために、あなたはイギリス人から日本語を教えてください。,教える,英吉利語を教える報酬は僅かに月額六十円である。,N1,2
彼女は数学が苦手だったので、算数を教えた。,教える,英吉利語を教える報酬は僅かに月額六十円である。,N1,2
子供たちに漢字を教えているとき、私はとても幸せだった。,教える,英吉利語を教える報酬は僅かに月額六十円である。,N1,2
母国語としてスペイン語を話している生徒にスペイン語を教えたい。,教える,英吉利語を教える報酬は僅かに月額六十円である。,N1,2
私は英語を教えています。,教える,英吉利語を教える報酬は僅かに月額六十円である。,N1,2
彼は日本語を教えています。,教える,英吉利語を教える報酬は僅かに月額六十円である。,N1,2
その人はフランス語を教えています。,教える,英吉利語を教える報酬は僅かに月額六十円である。,N1,2
彼女はイタリア語を教えています。,教える,英吉利語を教える報酬は僅かに月額六十円である。,N1,2
あなたはドイツ語を教えてください。,教える,英吉利語を教える報酬は僅かに月額六十円である。,N1,2
私は先生から英語を教えてもらった。,教える,英吉利語を教える報酬は僅かに月額六十円である。,N1,2
あなたは友人から日本語を教えてもらったことがありますか？,教える,英吉利語を教える報酬は僅かに月額六十円である。,N1,2
彼は彼女に数学を教えている。,教える,英吉利語を教える報酬は僅かに月額六十円である。,N1,2
私の英語力を向上させるために、彼は週に一回日本語を教えてくれます。,教える,英吉利語を教える報酬は僅かに月額六十円である。,N1,2
日本語を教えることができる先生の数は限られている。,教える,英吉利語を教える報酬は僅かに月額六十円である。,N1,2
彼は数学を教えた。,教える,英吉利語を教える報酬は僅かに月額六十円である。,N1,2
彼女は料理を教えました。,教える,英吉利語を教える報酬は僅かに月額六十円である。,N1,2
子供達は勉強を教えられた。,教える,英吉利語を教える報酬は僅かに月額六十円である。,N1,2
