sentence,target_word,context_sentence,target_level,system_id
婆さんは三百弗の小切手を見ると、急に愛想がよくなりました。,見る,婆さんは三百弗の小切手を見ると、急に愛想がよくなりました。,N1,2
彼女はその日見た中で一番美しい人だった。,見る,婆さんは三百弗の小切手を見ると、急に愛想がよくなりました。,N1,2
あなたはまだ何かを見ていますか？,見る,婆さんは三百弗の小切手を見ると、急に愛想がよくなりました。,N1,2
この国ではたくさんのことを見ることができる。,見る,婆さんは三百弗の小切手を見ると、急に愛想がよくなりました。,N1,2
私は昨日祖母からもらった3000円の小切手を見て、とても嬉しくなった。,見る,婆さんは三百弗の小切手を見ると、急に愛想がよくなりました。,N1,2
あの人は彼の部屋で大きな鏡を見ながら、自分の顔について考えている。,見る,婆さんは三百弗の小切手を見ると、急に愛想がよくなりました。,N1,2
彼らはカメラを通してスクリーンを見なければならなかった。,見る,婆さんは三百弗の小切手を見ると、急に愛想がよくなりました。,N1,2
老婆は三百三十九枚の小切手を見ると、急に愛想がよくなった。,見る,婆さんは三百弗の小切手を見ると、急に愛想がよくなりました。,N1,2
彼女は39人の男たちを見た。,見る,婆さんは三百弗の小切手を見ると、急に愛想がよくなりました。,N1,2
彼らは何千もの人々を見た。,見る,婆さんは三百弗の小切手を見ると、急に愛想がよくなりました。,N1,2
あなたは私よりも多くの人間を見てきた。,見る,婆さんは三百弗の小切手を見ると、急に愛想がよくなりました。,N1,2
彼は一日中たくさんのことを見た。,見る,婆さんは三百弗の小切手を見ると、急に愛想がよくなりました。,N1,2
彼は何かを見ているようだ。,見る,婆さんは三百弗の小切手を見ると、急に愛想がよくなりました。,N1,2
