sentence,target_word,context_sentence,target_level,system_id
水の色が真赤になる情報があったであります。,情報,水の色が真赤になる情報があったであります。,N5,2
今日はどんな情報があるかな？,情報,水の色が真赤になる情報があったであります。,N5,2
「昨日はとても寒かった」という情報を得た。,情報,水の色が真赤になる情報があったであります。,N5,2
この店では、お客様には最高のサービスを提供するために、最新の情報を取り入れております。,情報,水の色が真赤になる情報があったであります。,N5,2
あの人はとても仕事熱心な人なので、常に新しい情報を求めている。,情報,水の色が真赤になる情報があったであります。,N5,2
彼はその日、何か特別なことが起こるという情報を得ていた。,情報,水の色が真赤になる情報があったであります。,N5,2
彼女は自分の仕事についての情報を持っていた。,情報,水の色が真赤になる情報があったであります。,N5,2
私たちはここからどこへ行くべきかに関する情報を提供された。,情報,水の色が真赤になる情報があったであります。,N5,2
それは彼らにとって重要な情報だった。,情報,水の色が真赤になる情報があったであります。,N5,2
あなたは今いるところに関する情報を得るためにインターネットを使うことができる。,情報,水の色が真赤になる情報があったであります。,N5,2
この問題についてもっと情報が欲しい。,情報,水の色が真赤になる情報があったであります。,N5,2
