sentence,target_word,context_sentence,target_level,system_id
心は光りの飛ぶごとくにあらゆる道理の中を駈巡ったが、何をとらえることも出来無かった。,飛ぶ,心は光りの飛ぶごとくにあらゆる道理の中を駈巡ったが、何をとらえることも出来無かった。,N1,2
空高く飛んでいる鳥たちを見ていると、自分もあの鳥たちのように飛べたらいいのになあと思う。,飛ぶ,心は光りの飛ぶごとくにあらゆる道理の中を駈巡ったが、何をとらえることも出来無かった。,N1,2
僕は今まで生きてきて、飛ぼうと思ったことは一度もなかった。,飛ぶ,心は光りの飛ぶごとくにあらゆる道理の中を駈巡ったが、何をとらえることも出来無かった。,N1,2
空高く飛びたい！,飛ぶ,心は光りの飛ぶごとくにあらゆる道理の中を駈巡ったが、何をとらえることも出来無かった。,N1,2
私たちはいつも飛んでいる鳥のようになりたい。,飛ぶ,心は光りの飛ぶごとくにあらゆる道理の中を駈巡ったが、何をとらえることも出来無かった。,N1,2
飛ぼうと思ったら飛べるさ。,飛ぶ,心は光りの飛ぶごとくにあらゆる道理の中を駈巡ったが、何をとらえることも出来無かった。,N1,2
彼は空を飛ぶ鳥のような軽やかさで私たちの前に現れた。,飛ぶ,心は光りの飛ぶごとくにあらゆる道理の中を駈巡ったが、何をとらえることも出来無かった。,N1,2
鳥たちは空を飛んでいる。,飛ぶ,心は光りの飛ぶごとくにあらゆる道理の中を駈巡ったが、何をとらえることも出来無かった。,N1,2
彼は飛ぼうとしたが、飛べなかった。,飛ぶ,心は光りの飛ぶごとくにあらゆる道理の中を駈巡ったが、何をとらえることも出来無かった。,N1,2
鳥は自由に大空を飛んでいる。,飛ぶ,心は光りの飛ぶごとくにあらゆる道理の中を駈巡ったが、何をとらえることも出来無かった。,N1,2
飛行機はスピードを上げて速く飛ぶ。,飛ぶ,心は光りの飛ぶごとくにあらゆる道理の中を駈巡ったが、何をとらえることも出来無かった。,N1,2
