sentence,target_word,context_sentence,target_level,system_id
一間は這入って来た人に冷やかな、不愉快な印象を与える。,与える,一間は這入って来た人に冷やかな、不愉快な印象を与える。,N1,2
私たちは与えられた仕事をこなします。,与える,一間は這入って来た人に冷やかな、不愉快な印象を与える。,N1,2
彼は彼女に愛の贈り物を与えた。,与える,一間は這入って来た人に冷やかな、不愉快な印象を与える。,N1,2
あなたは何かを与えてくれた。,与える,一間は這入って来た人に冷やかな、不愉快な印象を与える。,N1,2
その男は人々に金を与えた。,与える,一間は這入って来た人に冷やかな、不愉快な印象を与える。,N1,2
私たちは彼に何かを与えたいと思っている。,与える,一間は這入って来た人に冷やかな、不愉快な印象を与える。,N1,2
そのため、これらの技術や知識を持っているということは、他の人にも大きな影響を与えることができる。,与える,一間は這入って来た人に冷やかな、不愉快な印象を与える。,N1,2
彼は何かを与えてくれた。,与える,一間は這入って来た人に冷やかな、不愉快な印象を与える。,N1,2
彼女はその仕事を与えてくれた。,与える,一間は這入って来た人に冷やかな、不愉快な印象を与える。,N1,2
私はあなたの意見を与えてほしい。,与える,一間は這入って来た人に冷やかな、不愉快な印象を与える。,N1,2
彼は私に本を与えてくれた。,与える,一間は這入って来た人に冷やかな、不愉快な印象を与える。,N1,2
あなたから何かを与えられたら、それ以上お返ししなくてもいいと思う。,与える,一間は這入って来た人に冷やかな、不愉快な印象を与える。,N1,2
彼女はいつも他人に親切で、多くのものを与えている。,与える,一間は這入って来た人に冷やかな、不愉快な印象を与える。,N1,2
