sentence,target_word,context_sentence,target_level,system_id
自分の意思で、内部に入ろうと思わなければ、中には入れない。,入る,自分の意思で、内部に入ろうと思わなければ、中には入れない。,N1,2
そこは私が入りたい場所ではなかった。,入る,自分の意思で、内部に入ろうと思わなければ、中には入れない。,N1,2
僕はその部屋に入ることを許されなかった。,入る,自分の意思で、内部に入ろうと思わなければ、中には入れない。,N1,2
あなたはこのドアから入ることができません。,入る,自分の意思で、内部に入ろうと思わなければ、中には入れない。,N1,2
彼は外へ出ることも内に入ることも拒んだ。,入る,自分の意思で、内部に入ろうと思わなければ、中には入れない。,N1,2
彼女は家に入ることさえ拒否した。,入る,自分の意思で、内部に入ろうと思わなければ、中には入れない。,N1,2
誰かがドアをノックする音が聞こえたので、私は部屋に入った。,入る,自分の意思で、内部に入ろうと思わなければ、中には入れない。,N1,2
私はこの部屋に入ることができなかった。,入る,自分の意思で、内部に入ろうと思わなければ、中には入れない。,N1,2
彼女はその場所に入ることができなかった。,入る,自分の意思で、内部に入ろうと思わなければ、中には入れない。,N1,2
ここは危険な場所だから、私は入りたくなかった。,入る,自分の意思で、内部に入ろうと思わなければ、中には入れない。,N1,2
この家は古くて狭いので、部屋に入るのに苦労した。,入る,自分の意思で、内部に入ろうと思わなければ、中には入れない。,N1,2
