sentence,target_word,context_sentence,target_level,system_id
卵から産まれて成虫になるまでの間の成長過程のものを指す。,卵,卵から産まれて成虫になるまでの間の成長過程のものを指す。,N5,2
卵とじうどんは、麺が柔らかくなったところで卵を割り入れ、半熟状態で食べるのがおいしい。,卵,卵から産まれて成虫になるまでの間の成長過程のものを指す。,N5,2
卵は栄養価が高いので、健康食品として人気がある。,卵,卵から産まれて成虫になるまでの間の成長過程のものを指す。,N5,2
卵は生でも食べられるが、加熱して調理したほうが消化吸収がよくなる。,卵,卵から産まれて成虫になるまでの間の成長過程のものを指す。,N5,2
卵はコレステロール値を下げる効果があるため、心臓病などの生活習慣病の予防に役立つ。,卵,卵から産まれて成虫になるまでの間の成長過程のものを指す。,N5,2
私は卵が大好きです。,卵,卵から産まれて成虫になるまでの間の成長過程のものを指す。,N5,2
卵は栄養価が高いので、毎日でも食べたい。,卵,卵から産まれて成虫になるまでの間の成長過程のものを指す。,N5,2
卵料理にはいろいろな種類があります。,卵,卵から産まれて成虫になるまでの間の成長過程のものを指す。,N5,2
卵はタンパク質やビタミンなどの栄養素を多く含む食品であるため、様々な料理に使われる。,卵,卵から産まれて成虫になるまでの間の成長過程のものを指す。,N5,2
卵は、孵化する直前の状態であるが、完全には殻と中身が分離していないもののことである。,卵,卵から産まれて成虫になるまでの間の成長過程のものを指す。,N5,2
卵は生卵として食べられるか、ゆで卵として食べられるかのどちらかである。,卵,卵から産まれて成虫になるまでの間の成長過程のものを指す。,N5,2
卵は冷蔵庫や冷凍庫で冷やしても固まることはない。,卵,卵から産まれて成虫になるまでの間の成長過程のものを指す。,N5,2
卵は鶏などの動物によって産み落とされ、その中でしばらく休む。,卵,卵から産まれて成虫になるまでの間の成長過程のものを指す。,N5,2
卵は一般的に丸い形をしているが、楕円形や長円形のものもある。,卵,卵から産まれて成虫になるまでの間の成長過程のものを指す。,N5,2
卵は、生物が誕生してから成虫になるまでの間の成長過程のものを指す。,卵,卵から産まれて成虫になるまでの間の成長過程のものを指す。,N5,2
卵には多くの栄養素が含まれているため、健康的な食品とされている。,卵,卵から産まれて成虫になるまでの間の成長過程のものを指す。,N5,2
卵は加熱調理するとおいしく食べられるので、料理にもよく使われる。,卵,卵から産まれて成虫になるまでの間の成長過程のものを指す。,N5,2
卵は栄養価が高く、安価であることから、子どもたちにとっても人気のある食べ物である。,卵,卵から産まれて成虫になるまでの間の成長過程のものを指す。,N5,2
卵はタンパク質や脂質など様々な栄養素を含む優れた食品であり、世界中で広く愛されている。,卵,卵から産まれて成虫になるまでの間の成長過程のものを指す。,N5,2
私たちが食べる卵は、ほとんどがニワトリが産むものだ。,卵,卵から産まれて成虫になるまでの間の成長過程のものを指す。,N5,2
この卵料理は本当においしかったです！,卵,卵から産まれて成虫になるまでの間の成長過程のものを指す。,N5,2
彼はいつも僕より先に卵を食べようとするんだ。,卵,卵から産まれて成虫になるまでの間の成長過程のものを指す。,N5,2
