sentence,target_word,context_sentence,target_level,system_id,block_id,random_ordering
貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N5,2,29,I
貝がらを敷いた細い汚い横町で、貧民窟とでも言いそうな家並みだ。,汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N5,2,29,I
その男の顔は汚かった。,汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N5,2,29,I
彼は私の顔を見て「汚い」と言った。,汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N5,2,29,I
この場所はとても汚く見える。,汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N5,2,29,I
貝が敷き詰められた細長い汚い路地で、貧しい人々の住む場所になっている。,汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N5,2,29,I
その狭い路地はとても汚くて、私には入る気さえしなかった。,汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N5,2,29,I
このような狭くて汚い路地裏では、誰もが自分の生活圏を守るために必死なのである。,汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N5,2,29,I
「ここは本当に汚い場所ですね」,汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N5,2,29,I
彼の肌はとても汚かった。,汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N5,2,29,I
あなたの部屋はあまりにも汚い。,汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N5,2,29,I
貝がらを敷き詰めた細い汚い横町で、貧民窟とでも呼びそうな家並みだ。,汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N5,2,29,I
