sentence,target_word,context_sentence,target_level,system_id
一方で投機にも手を出しては失敗を重ねていた。,手,一方で投機にも手を出しては失敗を重ねていた。,N1,2
彼はギャンブルに手を出したが、すぐにやめた。,手,一方で投機にも手を出しては失敗を重ねていた。,N1,2
彼は株式市場に手を出し、大損をした。,手,一方で投機にも手を出しては失敗を重ねていた。,N1,2
他方では、投資や投機にも手を出しては失敗を重ねていた。,手,一方で投機にも手を出しては失敗を重ねていた。,N1,2
「一方で、投資や投機にも手を出しては失敗を重ねていた。」,手,一方で投機にも手を出しては失敗を重ねていた。,N1,2
「一方で、投資に手を出したりもしたが、それも失敗の連続だった」,手,一方で投機にも手を出しては失敗を重ねていた。,N1,2
「一方で、彼は投機にも手を出したが、うまくいかなかった」,手,一方で投機にも手を出しては失敗を重ねていた。,N1,2
「一方で、彼らは投資や投機に手を出したが、結局成功しなかった」,手,一方で投機にも手を出しては失敗を重ねていた。,N1,2
「一方で、その人たちは投資や投機に手を出したが、結局上手くいかなかった」,手,一方で投機にも手を出しては失敗を重ねていた。,N1,2
「一方で、私は投資や投機に手を出したが、結局うまくいかなかった」,手,一方で投機にも手を出しては失敗を重ねていた。,N1,2
