sentence,target_word,context_sentence,target_level,system_id
囚人虐待事件への対応などの影響から退任を求める声が出始めた。,求める,囚人虐待事件への対応などの影響から退任を求める声が出始めた。,N3,2
「私たちには何も求めないでください。,求める,囚人虐待事件への対応などの影響から退任を求める声が出始めた。,N3,2
「国民に求められる政治」とは、国民一人ひとりがよりよい社会を築こうとする意識を持ち、それを実現するために努力しなければならないということである。,求める,囚人虐待事件への対応などの影響から退任を求める声が出始めた。,N3,2
そのためにも、国民に求められる政治を行っていかなければならない。,求める,囚人虐待事件への対応などの影響から退任を求める声が出始めた。,N3,2
このような柔軟な姿勢を保つためにも、国民に求められる政治を行っていかなければならない。,求める,囚人虐待事件への対応などの影響から退任を求める声が出始めた。,N3,2
また、企業においても、従業員に対する研修プログラムの充実化や福利厚生の充実化を通じて、働きやすい環境を提供することが求められる。,求める,囚人虐待事件への対応などの影響から退任を求める声が出始めた。,N3,2
こうした取り組みにより、国民に求められる政治を行っていくことが可能となる。,求める,囚人虐待事件への対応などの影響から退任を求める声が出始めた。,N3,2
これに対し、野党側は反発し、早期の衆院解散・総選挙を求めていく構えだ。」,求める,囚人虐待事件への対応などの影響から退任を求める声が出始めた。,N3,2
「与党内には、来月中旬にも予定されている内閣改造について、閣僚間の不協和音も目立ってきたことから、さらなる人事刷新を求める声が強まっている。」,求める,囚人虐待事件への対応などの影響から退任を求める声が出始めた。,N3,2
刑務所で働く人々は、囚人虐待事件への対応などの影響から退任を求める声が出始めた。,求める,囚人虐待事件への対応などの影響から退任を求める声が出始めた。,N3,2
会社に求められていることを理解し、それを実行するために努力する必要がある。,求める,囚人虐待事件への対応などの影響から退任を求める声が出始めた。,N3,2
あなたは私に何を求めますか？,求める,囚人虐待事件への対応などの影響から退任を求める声が出始めた。,N3,2
