sentence,target_word,context_sentence,target_level,system_id
英吉利語を教える報酬は僅かに月額六十円である。,教える,英吉利語を教える報酬は僅かに月額六十円である。,N3,2
彼は生徒たちに数学を教えている。,教える,英吉利語を教える報酬は僅かに月額六十円である。,N3,2
彼女は子供たちに英語を教えている。,教える,英吉利語を教える報酬は僅かに月額六十円である。,N3,2
私は学生たちに日本語を教えている。,教える,英吉利語を教える報酬は僅かに月額六十円である。,N3,2
先生が生徒たちに英語を教えている。,教える,英吉利語を教える報酬は僅かに月額六十円である。,N3,2
彼は英語を教えることができる。,教える,英吉利語を教える報酬は僅かに月額六十円である。,N3,2
彼女は日本語を教えることができる。,教える,英吉利語を教える報酬は僅かに月額六十円である。,N3,2
先生は生徒に数学を教えることができる。,教える,英吉利語を教える報酬は僅かに月額六十円である。,N3,2
私はフランス語を教えることができる。,教える,英吉利語を教える報酬は僅かに月額六十円である。,N3,2
あなたは中国語を教えることができる。,教える,英吉利語を教える報酬は僅かに月額六十円である。,N3,2
日本語を教えていただけますか？,教える,英吉利語を教える報酬は僅かに月額六十円である。,N3,2
英語を教えてください,教える,英吉利語を教える報酬は僅かに月額六十円である。,N3,2
スペイン語を教えてください,教える,英吉利語を教える報酬は僅かに月額六十円である。,N3,2
ドイツ語を教えてください,教える,英吉利語を教える報酬は僅かに月額六十円である。,N3,2
フランス語を教えてください,教える,英吉利語を教える報酬は僅かに月額六十円である。,N3,2
英語を教えるのは、私にとっても新しい経験だった。,教える,英吉利語を教える報酬は僅かに月額六十円である。,N3,2
先生は僕に英語を教えてくれた。,教える,英吉利語を教える報酬は僅かに月額六十円である。,N3,2
彼は数学をとてもうまく教えてくれる。,教える,英吉利語を教える報酬は僅かに月額六十円である。,N3,2
彼女はフランス語をよく教えてくれる。,教える,英吉利語を教える報酬は僅かに月額六十円である。,N3,2
英語を教えるのは、とてもやりがいのある仕事だ。,教える,英吉利語を教える報酬は僅かに月額六十円である。,N3,2
