sentence,target_word,context_sentence,target_level,system_id
本人の意思が強ければ止められるわ。,強い,本人の意思が強ければ止められるわ。,N1,2
彼女は何事にも強く、どんな仕事も最後までやり遂げるタイプだ。,強い,本人の意思が強ければ止められるわ。,N1,2
彼はとても強い意志を持っていて、自分の意見を曲げない。,強い,本人の意思が強ければ止められるわ。,N1,2
だから周りの人にはすごく強いと思われている。,強い,本人の意思が強ければ止められるわ。,N1,2
日本ではみんな親切で礼儀正しいけど、特に女性は強いというイメージがある。,強い,本人の意思が強ければ止められるわ。,N1,2
彼は意志が強い人だ。,強い,本人の意思が強ければ止められるわ。,N1,2
彼女は意志が強いと思う。,強い,本人の意思が強ければ止められるわ。,N1,2
私は意志が強い方だ。,強い,本人の意思が強ければ止められるわ。,N1,2
あなたは意志が強いから、何でもできるでしょう。,強い,本人の意思が強ければ止められるわ。,N1,2
その仕事をするには、意志が強くなければならない。,強い,本人の意思が強ければ止められるわ。,N1,2
彼女は意志が強いから、彼に逆らったんだ。,強い,本人の意思が強ければ止められるわ。,N1,2
あの人は意志が強くて、なかなか譲らない。,強い,本人の意思が強ければ止められるわ。,N1,2
この会社は意志が強くなくちゃいけない。,強い,本人の意思が強ければ止められるわ。,N1,2
彼女はとても強い意志を持っている。,強い,本人の意思が強ければ止められるわ。,N1,2
私たちは何事にも強くなければならない。,強い,本人の意思が強ければ止められるわ。,N1,2
あなたにはもっと強い意志が必要だ。,強い,本人の意思が強ければ止められるわ。,N1,2
"A:

「強い」に似た言葉として、「固い」や「重い」もあります。",強い,本人の意思が強ければ止められるわ。,N1,2
彼は自分の意志が強いので、人に頼らずに何でもできる。,強い,本人の意思が強ければ止められるわ。,N1,2
