sentence,target_word,context_sentence,target_level,system_id
学校の外では「広場の王様」とあだ名されたという。,外,学校の外では「広場の王様」とあだ名されたという。,N5,2
家の外に出るときは帽子をかぶらなければならない。,外,学校の外では「広場の王様」とあだ名されたという。,N5,2
雨が降ってきたので、傘を持って外に出た。,外,学校の外では「広場の王様」とあだ名されたという。,N5,2
寒いので、コートを着て外に出た。,外,学校の外では「広場の王様」とあだ名されたという。,N5,2
この間買ったばかりの自転車で初めて外に出た。,外,学校の外では「広場の王様」とあだ名されたという。,N5,2
家の外に出てみたら、雨が降ってきた。,外,学校の外では「広場の王様」とあだ名されたという。,N5,2
私は今、会社の外にいる。,外,学校の外では「広場の王様」とあだ名されたという。,N5,2
僕はいつも友達の家の外で遊んでいた。,外,学校の外では「広場の王様」とあだ名されたという。,N5,2
彼はその日、天気が悪かったので、外に出ることなく寝てしまった。,外,学校の外では「広場の王様」とあだ名されたという。,N5,2
会社の外でタバコを吸っている人がいる。,外,学校の外では「広場の王様」とあだ名されたという。,N5,2
今日は朝早く起きたので、まだ外は暗かった。,外,学校の外では「広場の王様」とあだ名されたという。,N5,2
