sentence,target_word,context_sentence,target_level,system_id
但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N3,2
人間は、自分と異なる文化を持っている人に対して寛容であるべきだ。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N3,2
日本には独自の文化があり、そのことに誇りを持つべきだ。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N3,2
世界ではさまざまな文化が存在し、互いに理解し合うことが大切である。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N3,2
日本にしかない文化を見てみたい！,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N3,2
私たちの文化と他国の文化にはどのような違いがあるのだろう？,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N3,2
この国の文化や伝統的なものについて教えてください。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N3,2
他の民族の文化から学ぶことは多い。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N3,2
彼らの文化に対する考え方、そして自分自身の文化への考え方にも影響を与えた。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N3,2
歴史上、日本では多くの文化が生まれた。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N3,2
日本人にとって大切なことは、伝統的な文化を守ることである。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N3,2
現代社会において、人々はさまざまな文化に触れる機会が多い。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N3,2
そして彼らは日本の文化に興味を持っている。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N3,2
このようにして、日本と世界の間に文化交流が盛んに行われている。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N3,2
日本には四季があり、その季節ごとにさまざまな文化を楽しむことができる。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N3,2
茶道や華道など伝統的な日本文化もまた海外から高い評価を得ている。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N3,2
．日本の文化は世界でも有名です。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N3,2
