,url,level_old_jlpt,sentence
0,http://www.01-tec.com/document/code_design/vol11.html,4,よろしくお願いします。
1,http://www.0karakasegu.com/,4,いい勉強になりました。
2,http://000studio.com/bunka/main/agora/agora02.cgi?mode=index,4,それを書きましょう。
3,http://www.01-tec.com/book_shop/,4,１冊目を読んだ人はこちらをどうぞ。
4,http://www.1101.com/saeki/archive/2000-03-22.html,4,なんなんだろう。
5,http://www.12kai.com/200603.html,4,これをゆっくりと、何度もやる。
6,http://1happyhappy.com/,4,１時間ぐらいですかね。
7,http://www.1101.com/engawa/index.html,4,良く晴れて居て少し風が吹いてきた。
8,http://1000mile.cocolog-nifty.com/keio/2005/12/index.html,4,お時間のあるときに、見てくださいね。
9,http://14da.com/blog_jp/archives/football/index.html,4,時間もなかったし。
10,http://www.1omotesando.com/column/d1/409.html,4,っ言っていた。
11,http://www.1101.com/torino2006/index.html,4,また遊びましょう。
12,http://www.1biz-insights.com/microsite_miracles/infcrt.html,4,私もその一人でした。
13,http://www.12kai.com/200502.html,4,そしてそれからがおもしろいのだ。
14,http://www.1banmoteru.com/,4,着ていたとても楽しいです。
15,http://www.12kai.com/200303b.html,4,どこまでついていくのだ。
16,http://www.1ren-ai.com/,4,高くないですね。
17,http://www.1englishdoctor.com/,4,それでは失礼します。
18,http://www.10000nen.com/mm.htm,4,私は弱いのでしょうか。
19,http://www.100shiki.com/archives/2005/05/index.html,4,なんかしよう。
20,http://www.110coolweb.com/,4,今なら分かります。
21,http://www.1omotesando.com/column/c7/,4,もうお分かりでしょう。
22,http://www.1webart.com/hondakochan/KansoList.cfm?TargetID=&NextID=1694,4,楽しそうなお父さんですね。
23,http://14da.com/blog_jp/archives/london/index.html,4,バスや地下鉄乗って。
24,http://www.1kowamote.com/indexi.html,4,あなただけではありません。
25,http://www.1101.com/OL/,4,それは子供たちです。
26,http://www.1101.com/dig_up/baba.html,4,何もしない。
27,http://www.1motemote.com/,4,そうですよね。
28,http://www.12kai.com/199912a.html,4,ちょっと座りが悪い。
29,http://www.10bai.com/r/back28.htm,4,初めて隣で寝ました。
30,http://www.10bai.com/r/back44.htm,4,今朝は遅く起きました。
31,http://www.1101.com/philadelphia/2002-09-29.html,4,でも、トイレには行きたい母です。
32,http://www.190centimeter.com/archives/cat_50026957.html,4,映画学校で勉強中。
33,http://www.1katekyo.com/,4,あなただけじゃないですよ。
34,http://www.12kai.com/200605.html,4,ここまででたぶん来週分は終わりだろう。
35,http://www.1101.com/torino2006/2006-02-16.html,4,ちょっと疲れてきました。
36,http://www.1101.com/postcard/odai_20-2.html,4,駅から歩いて3分です。
37,http://www.1101.com/otona/2003-10-08.html,4,なんやわかれへんわ。
38,http://www.1101.com/turning_point/2003-02-07.html,4,だからでしょうか。
39,http://www.110831.com/mame_colume/daily_memo/2005_06_back_no.htm,4,そしてそこに遊びに行ったときであった。
40,http://1000mile.cocolog-nifty.com/keio/2005/11/index.html,4,今日の午前中まで寝ていた。
41,http://www.12kai.com/200503.html,4,いい映画だった。
42,http://www.12kai.com/200206a.html,4,これだけ読む本があるんだから。
43,http://www.13maid.com/badtrip/weblog/archives/000074.html,4,いつもいつもすみません。
44,http://www.1101.com/yayakoshii/2006-04-14.html,4,私は話さない方にしました。
45,http://www.1opa.com/ebook/,4,さあ、今日も一日何をしよう。
46,http://www.12kai.com/200212a.html,4,顔が顔でなくなりそう。
47,http://257.teacup.com/newsda/bbs,4,いつでもいらっしゃって下さい。
48,http://20001111.cocolog-nifty.com/blog/2006/06/index.html,4,大変難しい問題です。
49,http://2.suk2.tok2.com/user/buroi/?y=2005&m=04&all=0,4,私はここで人を待っている所です。
50,http://www.2life-style.com/,4,外に出るときは病院に行くときぐらい。
51,http://www.2castor.com/public/diary/2006/200601/diary200601.html,4,あの、小さいのがたくさん入っている物です。
52,http://231.teacup.com/job/bbs,4,三人なんですが。
53,http://www.21rots.com/hukusyu.htm,4,覚えているなら問題ない。
54,http://www.30ans.com/room/micchi/?blogid=167,4,でもそれも出来ない。
55,http://www.39-web.com/more/015.html,4,明るくひとつになった。
56,http://www.30ans.com/room/sasakazu/?catid=166,4,おととい行った写真です。
57,http://www.3cg2.com/,4,男兄弟が一人いる。
58,http://39-18.cocolog-nifty.com/3918/2005/10/index.html,4,これは書くしかあるまい。
59,http://3291ahiru.blog1.fc2.com/blog-date-200604.html,4,とても良くできています。
60,http://39-18.cocolog-nifty.com/3918/2006/06/index.html,4,乗りたいったら乗りたい。
61,http://www.4510navi.com/modules/mxdirectory/singlelink.php?lid=89&couponid=123,4,ホテルの中には、色々な仕事があります。
62,http://www.50mb.com/~skd/motto.html,4,そのほうがよい仕事ができる。
63,http://5thstar.air-nifty.com/blog/cat176881/index.html,4,知りませんでした。
64,http://www.55192.com/research/research001220.html,4,そしてそれを見た人も楽しくなる。
65,http://6204.teacup.com/rm1yfrsk/bbs,4,こんな回は年に数回も無い。
66,http://6930.teacup.com/worker/bbs,4,よかったら買ってください。
67,http://6517.teacup.com/kateikyoshi/bbs,4,意味あるんでしょうかね。
68,http://6115.teacup.com/u_saku/bbs,4,本当に良かったです。
69,http://6517.teacup.com/kateikyoshi2/bbs,4,いくつもすいません。
70,http://6019.teacup.com/tokei/bbs,4,よかったでしょうか。
71,http://6545.teacup.com/quizmaster/bbs,4,またいらして下さいね。
72,http://8604.teacup.com/soofuu/bbs,4,また時間もない。
73,http://8425.teacup.com/madoromuishi/bbs,4,宜しくお願いします。
74,http://8918.teacup.com/tanaka/bbs,4,それしかありません。
75,http://8421.teacup.com/galaxy/bbs,4,頭が悪いね。
76,http://8925.teacup.com/babarder/bbs,4,いつかここで弾いてみたいですが。
77,http://8306.teacup.com/kamasho/bbs,4,少し待ってみてください。
78,http://8024.teacup.com/yassan/bbs,4,今晩はどうなるでしょうね。
79,http://8012.teacup.com/tsujimoto/bbs,4,名前は全部覚えている。
80,http://8117.teacup.com/104mitumasa/bbs,4,外国で売っています。
81,http://8309.teacup.com/shibalabo/bbs,4,これでいいんでしょうか。
82,http://8023.teacup.com/choryo/bbs,4,みんなの声が、出なくなってきたのです。
83,http://8726.teacup.com/samtulas/bbs,4,ギターと一緒に歌を歌います。
84,http://8004.teacup.com/fv2ttjmt/bbs,4,この中の１つにあるかどうか。
85,http://8918.teacup.com/jicasvob/bbs,4,開き方の問題もあったのでしょうかね。
86,http://8607.teacup.com/mikioakamine/bbs,4,しかし、それが何であるかは読んでもわからない。
87,http://8010.teacup.com/aleksey/bbs,4,これもよくわかりますね。
88,http://8022.teacup.com/astrohearts/bbs,4,今は１歳です。
89,http://8730.teacup.com/acoaco/bbs,4,では失礼しました。
90,http://946sekitan.com/omoide/index.shtml,4,でも、それはそれで楽しいものでした。
91,http://9021.teacup.com/seishinbuddha/bbs,4,お元気でしょうか。
92,http://9030.teacup.com/hoseido3/bbs,4,いつも見ています。
93,http://9003.teacup.com/katsuaki/bbs,4,ではどうするか。
94,http://9022.teacup.com/tsimustakt/bbs,4,よくおわかりになりましたね。
95,http://9002.teacup.com/hoseido2/bbs,4,だれの目にもわかりやすいからであろう。
96,http://9022.teacup.com/iryounet/bbs,4,言葉にするのが難しいですよね。
97,http://aeroblade.finito.fc2.com/fire/1023.htm,4,言ってきます。
98,http://amrita.s14.xrea.com/d/?date=199902,4,あまりわからなくても、そうなる本がいくつかあった。
99,http://www.arigato-u.com/,4,でも、これでよかったんですよね。
100,http://www.adachitomomi.com/j/a/diary.html,4,後は遊ぶだけ。
101,http://a-10.air-nifty.com/nekedeye/cat420991/index.html,4,書いていません。
102,http://www.airtariff.com/log.html?07041315,4,問題なくできますよ。
103,http://www.asian-article.com/asianarticle_013.htm,4,どれもいい買い物しました。
104,http://www.ace-us.com/page154.html,4,左の写真は、見に行ったアパートのひとつ。
105,http://www.alt-r.com/zc/v10b.php3?n=984&p=1&e=100,4,忘れない日となった。
106,http://www.asahi.com/kansai/wakuwaku/asahi0810-1.html,4,大変に広い公園です。
107,http://amrita.s14.xrea.com/d/?date=20050507,4,それだけの話です。
108,http://alt-talk.cocolog-nifty.com/alternative/2005/10/index.html,4,ではありませんでした。
109,http://asajihara.air-nifty.com/mu/2006/05/index.html,4,あははは。
110,http://arapasonikki.blog25.fc2.com/blog-entry-22.html,4,とても使いやすそうでした。
111,http://amrita.s14.xrea.com/d/?date=200410,4,この本はいい本です。
112,http://www.artist-at-heart.com/break/nairobi/nairobinglish-j.html,4,不味いのだこれが。
113,http://asahip.cocolog-nifty.com/asap/2005/02/index.html,4,毎年ご馳走になります。
114,http://anoda.cocolog-nifty.com/mad/2005/09/post_f222.html,4,写真を撮るのが楽しい。
115,http://admn.air-nifty.com/books/cat1345921/index.html,4,それが良いのだ。
116,http://www.archcello.com/mc/archives/cat_17.html,4,男の子はひとりでした。
117,http://atelier-hiro.tea-nifty.com/kaigakan/index.rdf,4,３時だわ。
118,http://amrita.s14.xrea.com/d/?date=200305,4,これが無いと面白くありません。
119,http://www.allinone-english.com/A1SE/review-social.html,4,難しい所ですが。
120,http://akumunosakebi.cocolog-nifty.com/blog/cat984618/index.html,4,困ったもんやね。
121,http://www.asahi.com/business/kigyokeiei/aera/07.html,4,そのとき自分はどうなっているか。
122,http://www.akai-mi.com/memory2004.1-7.html,4,やってみます。
123,http://atabal.blog8.fc2.com/,4,今日は早く寝る。
124,http://www.appricot-bus.com/diary/index.html,4,何の問題もありません。
125,http://www.aliceinwonderland.com/library/japanese_files/afganistan.txt,4,私は自分に言った。
126,http://angel.ap.teacup.com/kotaro/,4,朝から出かけたのにねえ。
127,http://www.aritearu.com/Influence/Weil/WeilMind/WeilMind.htm,4,私はいるのだ。
128,http://amane9.blog52.fc2.com/blog-date-200604.html,4,でてこないです。
129,http://www.atelier-k.com/kanto/sale.html,4,それを見て、警官は帰っていきました。
130,http://www.authenticbar.com/kqz/days/archives/cat_cat2.html,4,これは開くですね、時間を置くと。
131,http://www.antennefrance.com/lib/archives/2004/06/,4,今年も暑い夏になるそうです。
132,http://akiba.ascii24.com/akiba/column/akiba1chome/2005/04/12/print/655322.html,4,今年のですよね。
133,http://anglophobia.way-nifty.com/survival/cat161937/index.html,4,電話番号を知りたかったら、ここに電話してみよう。
134,http://ayatokyo.cocolog-nifty.com/monologue/2006/05/index.html,4,これは初めてという花はなかった。
135,http://admn.air-nifty.com/art50/cat2261814/index.html,4,こちらは降りませんでした。
136,http://amrita.s14.xrea.com/d/?date=200006,4,その中での言葉だ。
137,http://alt-talk.cocolog-nifty.com/alternative/2005/09/index.html,4,やってみないとわからない。
138,http://www.aynimac.com/backnumber/bknm0010.html,4,どうなんでしょ。
139,http://www.amaochi.com/yae_log030.html,4,毎日こんなですよ。
140,http://www.alis-kebab.com/maryam/haft-rang/haft-rang01.html,4,その辺はわかりますよね。
141,http://assassin.cocolog-nifty.com/ro/cat4926832/index.html,4,いない人の方が多かったですね。
142,http://ap.aucfan.com/votebbs/1042.html,4,それを知っておいてください。
143,http://www.academyhills.com/library/bookreview/kyaria.html,4,こちらはしかし大学の先生が書いたもの。
144,http://annex.joyjoy.com/category/ezine-25.html,4,なのだが。
145,http://akizukidenshi.com/faq.php,4,日曜はお休みです。
146,http://www.at-newyork.com/new-york_information/new_york_transportation.htm,4,しかしこれでも1分はかかるでしょう。
147,http://www.asahi.com/ad/clients/waseda/opinion/opinion153.html,4,ではどうしたらよいのであろうか。
148,http://www.alpha-random.com/talk/2000/02/,4,それは良くわかった。
149,http://www.asahi.com/kansai/wakuwaku/asahi0608-1.html,4,さあどうするか。
150,http://alt-talk.cocolog-nifty.com/alternative/2006/06/index.html,4,忘れているだけで。
151,http://amrita.s14.xrea.com/d/?date=200501,4,それが問題なのではなくて、それが問題なのです。
152,http://www.angelfire.com/id2/memo/tsurulog/990123-990201.html,4,今日はここまでにします。
153,http://adunion.cocolog-nifty.com/column/cat297968/index.html,4,よく見たら１２月２２日は２本書いているんですね。
154,http://www.asa21.com/tb2/koedasi.html,4,もうおわかりでしょう。
155,http://www.ace-us.com/page049.html,4,そしてこの日曜日です。
156,http://annex.joyjoy.com/category/prsnt-g-4.html,4,こちらに来たら声をかけてくださいね。
