,url,level_old_jlpt,sentence
0,http://www.0start-hp.com/voice/index.php,3,ご興味ある方はご覧ください。
1,http://01streaming.com/,3,だから、やった方がいいのも確かです。
2,http://www.01ch.com/ramen/chabuya.html,3,この方がずっと良いと思う。
3,http://www.0karakasegu.com/,3,大変ありがとうございました。
4,http://000studio.com/bunka/main/agora/agora02.cgi?mode=index,3,続きはまた書きます。
5,http://www.0600design.com/archives/2006/03/post_183.html,3,たまに読ませてもらっております。
6,http://www.01senmonten.com/kabu/,3,強いものが勝つのです。
7,http://www.01-tec.com/book_shop/,3,すごい本でした。
8,http://www.011jp.com/life/myhome/syutoku.htm,3,なる程安い訳だ。
9,http://0828775151.blog34.fc2.com/,3,ページが見つかりません。
10,http://www.1101.com/morikawa/index_AKUAKU.html,3,壁は白く塗られている。
11,http://www.12kai.com/200603.html,3,耳は立つことと関係している。
12,http://1happyhappy.com/,3,彼女ができました。
13,http://www.1101.com/engawa/index.html,3,着物も出さないでいた。
14,http://1000mile.cocolog-nifty.com/keio/2005/12/index.html,3,また、水泳のある生活を始めよう。
15,http://14da.com/blog_jp/archives/football/index.html,3,彼らは十分な力を持っています。
16,http://www.1omotesando.com/column/d1/409.html,3,事務所は空室が少なくなりました。
17,http://www.1ultimate.com/ultimate_store.html,3,その理由は２つあります。
18,http://www.1101.com/torino2006/index.html,3,先に謝っておきます。
19,http://www.1biz-insights.com/microsite_miracles/infcrt.html,3,すぐに私が使えそうだとは思えなかったんです。
20,http://www.1nextsociety.com/,3,でも考えてみてください。
21,http://www.12kai.com/200502.html,3,ゆくがままに。
22,http://www.1banmoteru.com/,3,見つけられないんです。
23,http://www.12kai.com/200303b.html,3,まずかろうはずがない。
24,http://www.1ren-ai.com/,3,ではもう一つ質問させて下さい。
25,http://www.1englishdoctor.com/,3,そんな事をしていました。
26,http://www.10000nen.com/mm.htm,3,美しい本ですね。
27,http://www.1101.com/yakiniku/index.html,3,もちろん私もそうでした。
28,http://www.100shiki.com/archives/2005/05/index.html,3,朝走るしかないのかな。
29,http://www.1gon.com/gon23.htm,3,ここからがなかなか痩せません。
30,http://www.110coolweb.com/,3,本当にすごいと思います。
31,http://www.1omotesando.com/column/c7/,3,皆さんも、少なからずそのような経験をお持ちだと思います。
32,http://www.1omotesando.com/column/c5/index.html,3,月の光に似たもの。
33,http://www.1webart.com/hondakochan/KansoList.cfm?TargetID=&NextID=1694,3,遊びに来てください。
34,http://www.1puti.com/qa.htm,3,特にそんなことはありません。
35,http://14da.com/blog_jp/archives/london/index.html,3,もちろん予約もできる。
