sentence,target_word,context_sentence,target_level,system_id
卵から産まれて成虫になるまでの間の成長過程のものを指す。,卵,卵から産まれて成虫になるまでの間の成長過程のものを指す。,N3,3
卵は温かい場所で孵化するまでの時間が必要です。,卵,卵から産まれて成虫になるまでの間の成長過程のものを指す。,N3,3
鳥の卵は外から割られるまで孵化しません。,卵,卵から産まれて成虫になるまでの間の成長過程のものを指す。,N3,3
卵をしっかりとゆでると、黄身が固まります。,卵,卵から産まれて成虫になるまでの間の成長過程のものを指す。,N3,3
パンケーキの生地に卵を加えると、もっちりとした食感になります。,卵,卵から産まれて成虫になるまでの間の成長過程のものを指す。,N3,3
卵は栄養豊富な食材で、朝食には欠かせません。,卵,卵から産まれて成虫になるまでの間の成長過程のものを指す。,N3,3
．卵は、一つの小さな宇宙であり、生命の転換点だ。,卵,卵から産まれて成虫になるまでの間の成長過程のものを指す。,N3,3
．食べた卵のプロテインは、筋肉の成長に役立つ。,卵,卵から産まれて成虫になるまでの間の成長過程のものを指す。,N3,3
．料理の中に卵を加えると、味がさらに豊かになる。,卵,卵から産まれて成虫になるまでの間の成長過程のものを指す。,N3,3
．子供たちは喜んで卵を探し始めた。,卵,卵から産まれて成虫になるまでの間の成長過程のものを指す。,N3,3
．卵を守るために、親鳥は巣に戻ってきた。,卵,卵から産まれて成虫になるまでの間の成長過程のものを指す。,N3,3
