sentence,target_word,context_sentence,target_level,system_id
このような動物は頭の真ん中に角が生えている。,頭,このような動物は頭の真ん中に角が生えている。,N5,3
彼の頭は髪の毛でいっぱいです。,頭,このような動物は頭の真ん中に角が生えている。,N5,3
私たちは頭を使って問題を解決しようとします。,頭,このような動物は頭の真ん中に角が生えている。,N5,3
頭が痛いので、少し休憩したいです。,頭,このような動物は頭の真ん中に角が生えている。,N5,3
彼女は頭の中で素晴らしいアイデアを思いつきました。,頭,このような動物は頭の真ん中に角が生えている。,N5,3
電車の中で頭をぶつけてしまいました。,頭,このような動物は頭の真ん中に角が生えている。,N5,3
サッカー選手は頭でボールをコントロールします。,頭,このような動物は頭の真ん中に角が生えている。,N5,3
彼は頭の中で計画を練っています。,頭,このような動物は頭の真ん中に角が生えている。,N5,3
雨の日には頭に傘を持っていきます。,頭,このような動物は頭の真ん中に角が生えている。,N5,3
この問題を解決するためには頭を使わなければなりません。,頭,このような動物は頭の真ん中に角が生えている。,N5,3
