sentence,target_word,context_sentence,target_level,system_id
電話をかけることを習いました。,電話,電話をかけることを習いました。,N1,3
電話で遠くの友達と話すことが楽しいです。,電話,電話をかけることを習いました。,N1,3
重要な連絡事項があるので、電話で会議の予定を調整しましょう。,電話,電話をかけることを習いました。,N1,3
電話一本で商品を注文することができる便利なサービスです。,電話,電話をかけることを習いました。,N1,3
お祖父さんは電話で最新のニュースを聞いて喜んでいます。,電話,電話をかけることを習いました。,N1,3
電話番号を間違えてしまって、知らない人と電話がつながってしまいました。,電話,電話をかけることを習いました。,N1,3
彼は大切な仕事のために電話で取引先と話し合っています。,電話,電話をかけることを習いました。,N1,3
友達との旅行の計画を電話で話し合っています。,電話,電話をかけることを習いました。,N1,3
父親が海外出張中なので、毎日電話で連絡を取り合っています。,電話,電話をかけることを習いました。,N1,3
電話での仕事の打ち合わせの後、メールで詳細を送ります。,電話,電話をかけることを習いました。,N1,3
緊急の問題が発生したため、電話で速やかに対応する必要があります。,電話,電話をかけることを習いました。,N1,3
