sentence,target_word,context_sentence,target_level,system_id
自分の意思で、内部に入ろうと思わなければ、中には入れない。,入る,自分の意思で、内部に入ろうと思わなければ、中には入れない。,N1,3
私は大学の研究室に入る前に面接があります。,入る,自分の意思で、内部に入ろうと思わなければ、中には入れない。,N1,3
彼は新しい会社に入るために履歴書を準備しています。,入る,自分の意思で、内部に入ろうと思わなければ、中には入れない。,N1,3
私たちは選挙に立候補するために政党に入ろうと考えています。,入る,自分の意思で、内部に入ろうと思わなければ、中には入れない。,N1,3
子供たちは興味を持って図書館に入っています。,入る,自分の意思で、内部に入ろうと思わなければ、中には入れない。,N1,3
彼は新しいチームに入るために厳しい試験を受けなければならない。,入る,自分の意思で、内部に入ろうと思わなければ、中には入れない。,N1,3
学生たちは歴史の授業に入る前に予習をする必要がある。,入る,自分の意思で、内部に入ろうと思わなければ、中には入れない。,N1,3
森の奥深くまで入ると、まるで別世界に迷い込んだような感じがする。,入る,自分の意思で、内部に入ろうと思わなければ、中には入れない。,N1,3
彼は毎朝ジョギングで身体を温める前に、公園の門を入ることが習慣になっている。,入る,自分の意思で、内部に入ろうと思わなければ、中には入れない。,N1,3
この建物に入るためには、特別なカードキーが必要です。,入る,自分の意思で、内部に入ろうと思わなければ、中には入れない。,N1,3
