sentence,target_word,context_sentence,target_level,system_id
自分の将来の目的に向かってバリバリ勉強していた。,バリバリ,自分の将来の目的に向かってバリバリ勉強していた。,N1,3
バリバリ働きながら、新しいビジネスモデルを考えています。,バリバリ,自分の将来の目的に向かってバリバリ勉強していた。,N1,3
彼はバリバリのエンジニアで、プログラミングに夢中です。,バリバリ,自分の将来の目的に向かってバリバリ勉強していた。,N1,3
バリバリ練習したおかげで、音楽のコンテストで優勝しました。,バリバリ,自分の将来の目的に向かってバリバリ勉強していた。,N1,3
試験前にバリバリ勉強すれば、合格できる自信があります。,バリバリ,自分の将来の目的に向かってバリバリ勉強していた。,N1,3
プロジェクトを成功させるために、バリバリのリーダーシップが必要です。,バリバリ,自分の将来の目的に向かってバリバリ勉強していた。,N1,3
彼女はバリバリのビジネスウーマンで、常にパフォーマンスを発揮している。,バリバリ,自分の将来の目的に向かってバリバリ勉強していた。,N1,3
子供たちはバリバリのスポーツマンで、チームのために全力でプレーしている。,バリバリ,自分の将来の目的に向かってバリバリ勉強していた。,N1,3
彼の才能と情熱はバリバリのアーティストとして認められている。,バリバリ,自分の将来の目的に向かってバリバリ勉強していた。,N1,3
エンジニアはプロジェクトにバリバリ取り組んでおり、スケジュールに間に合わせる予定だ。,バリバリ,自分の将来の目的に向かってバリバリ勉強していた。,N1,3
彼は料理の才能があり、レストランでバリバリ活躍している。,バリバリ,自分の将来の目的に向かってバリバリ勉強していた。,N1,3
