sentence,target_word,context_sentence,target_level,system_id,block_id,random_ordering
貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N3,3,19,A
汚い服を着た古い男性が、ゴミ箱をあさっていた。,汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N3,3,19,A
子供たちは汚い水たまりで遊んでいるのがよく見かける。,汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N3,3,19,A
パーティーの後、台所は汚い皿やカップで一杯だった。,汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N3,3,19,A
電車の中には、汚い座席や床が目についた。,汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N3,3,19,A
この地域の公園は、汚い壁で囲まれている。,汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N3,3,19,A
駅前の公衆トイレはとても汚い。,汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N3,3,19,A
彼の服はいつも汚いままで歩いている。,汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N3,3,19,A
食べカスが散らかった汚い机で勉強するのは集中できない。,汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N3,3,19,A
嵐の後の海岸は、漂着物で汚い光景だった。,汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N3,3,19,A
彼女の言葉には汚い罵倒が含まれていた。,汚い,貝殻を敷いた細い汚い横町で、貧民窟とでもいいそうな家並だ。,N3,3,19,A
