sentence,target_word,context_sentence,target_level,system_id
軽量なものでは5kgを切るような車体を作成することも可能である。,もの,軽量なものでは5kgを切るような車体を作成することも可能である。,N3,3
小さなものでも、心からの感謝の気持ちは大切です。,もの,軽量なものでは5kgを切るような車体を作成することも可能である。,N3,3
長い時間かかるものでも、最後まで諦めずに頑張りましょう。,もの,軽量なものでは5kgを切るような車体を作成することも可能である。,N3,3
美味しいものを食べると、幸せな気持ちになります。,もの,軽量なものでは5kgを切るような車体を作成することも可能である。,N3,3
読むことが好きなものは、常に新しい世界を開拓できます。,もの,軽量なものでは5kgを切るような車体を作成することも可能である。,N3,3
優れたリーダーとは、努力するものです。,もの,軽量なものでは5kgを切るような車体を作成することも可能である。,N3,3
この店では、新鮮な食材を使った美味しいものを提供しています。,もの,軽量なものでは5kgを切るような車体を作成することも可能である。,N3,3
彼女は、自分で作ったものを自信を持って披露しました。,もの,軽量なものでは5kgを切るような車体を作成することも可能である。,N3,3
あの映画は、感動的なものばかりでした。,もの,軽量なものでは5kgを切るような車体を作成することも可能である。,N3,3
サッカーは、チームで協力して勝つものです。,もの,軽量なものでは5kgを切るような車体を作成することも可能である。,N3,3
よく考えてから決めることは、重要なものです。,もの,軽量なものでは5kgを切るような車体を作成することも可能である。,N3,3
