sentence,target_word,context_sentence,target_level,system_id
その結果同じ画像をGIFにした場合よりサイズが大きくなってしまう。,大きい,その結果同じ画像をGIFにした場合よりサイズが大きくなってしまう。,N1,3
そのビルはとても大きいです。,大きい,その結果同じ画像をGIFにした場合よりサイズが大きくなってしまう。,N1,3
彼は大きい声で歌っています。,大きい,その結果同じ画像をGIFにした場合よりサイズが大きくなってしまう。,N1,3
長距離バスには大きい窓があります。,大きい,その結果同じ画像をGIFにした場合よりサイズが大きくなってしまう。,N1,3
彼の夢は大きい成功を収めることです。,大きい,その結果同じ画像をGIFにした場合よりサイズが大きくなってしまう。,N1,3
大きい希望を持って新しい挑戦に臨んでいます。,大きい,その結果同じ画像をGIFにした場合よりサイズが大きくなってしまう。,N1,3
．彼は大きいステージで独自のパフォーマンスを披露した。,大きい,その結果同じ画像をGIFにした場合よりサイズが大きくなってしまう。,N1,3
．この会社は大きいプロジェクトを成功させるための経験を持っている。,大きい,その結果同じ画像をGIFにした場合よりサイズが大きくなってしまう。,N1,3
．その美術館には大きい彫刻が数多く展示されている。,大きい,その結果同じ画像をGIFにした場合よりサイズが大きくなってしまう。,N1,3
．私の友人は大きい声で笑いながら話すのが特徴だ。,大きい,その結果同じ画像をGIFにした場合よりサイズが大きくなってしまう。,N1,3
．あの高層ビルは大きい窓から素晴らしい景色が見える。,大きい,その結果同じ画像をGIFにした場合よりサイズが大きくなってしまう。,N1,3
