sentence,target_word,context_sentence,target_level,system_id
自分の将来の目的に向かってバリバリ勉強していた。,バリバリ,自分の将来の目的に向かってバリバリ勉強していた。,N5,3
バリバリ頑張って掃除をしています。,バリバリ,自分の将来の目的に向かってバリバリ勉強していた。,N5,3
彼はバリバリ運動していて、とても体が鍛えられています。,バリバリ,自分の将来の目的に向かってバリバリ勉強していた。,N5,3
私はバリバリ日本語を勉強しています。,バリバリ,自分の将来の目的に向かってバリバリ勉強していた。,N5,3
彼女はバリバリ仕事をこなす能力があります。,バリバリ,自分の将来の目的に向かってバリバリ勉強していた。,N5,3
あの人はバリバリ料理が得意なようです。,バリバリ,自分の将来の目的に向かってバリバリ勉強していた。,N5,3
彼女はバリバリとピアノを弾く。,バリバリ,自分の将来の目的に向かってバリバリ勉強していた。,N5,3
私はバリバリと英語を勉強しています。,バリバリ,自分の将来の目的に向かってバリバリ勉強していた。,N5,3
彼はバリバリとスポーツに打ち込んでいる。,バリバリ,自分の将来の目的に向かってバリバリ勉強していた。,N5,3
彼のビジネスはバリバリと成果を上げている。,バリバリ,自分の将来の目的に向かってバリバリ勉強していた。,N5,3
学生たちはバリバリと試験勉強をしています。,バリバリ,自分の将来の目的に向かってバリバリ勉強していた。,N5,3
