sentence,target_word,context_sentence,target_level,system_id
その汗を流して手に入れたものを、ただで他に上げるということは出来ない。,上げる,その汗を流して手に入れたものを、ただで他に上げるということは出来ない。,N1,3
彼は自分の能力を上げるために日々の努力を惜しまない。,上げる,その汗を流して手に入れたものを、ただで他に上げるということは出来ない。,N1,3
私たちの目標は売上を10％上げることです。,上げる,その汗を流して手に入れたものを、ただで他に上げるということは出来ない。,N1,3
友人が忙しいので、手伝いを上げることにしました。,上げる,その汗を流して手に入れたものを、ただで他に上げるということは出来ない。,N1,3
彼は自分の声を上げて歌い始めた。,上げる,その汗を流して手に入れたものを、ただで他に上げるということは出来ない。,N1,3
学生たちは自分たちの意見を上げることが推奨されています。,上げる,その汗を流して手に入れたものを、ただで他に上げるということは出来ない。,N1,3
彼は自分の地位を守るために様々な手段を使い、ライバルを上げないようにした。,上げる,その汗を流して手に入れたものを、ただで他に上げるということは出来ない。,N1,3
彼女は毎日のトレーニングで自分の技術を上げている。,上げる,その汗を流して手に入れたものを、ただで他に上げるということは出来ない。,N1,3
社長は社員たちの士気を上げるために、励ましの言葉をかけた。,上げる,その汗を流して手に入れたものを、ただで他に上げるということは出来ない。,N1,3
この商品は高品質な素材を使って作られ、市場の価格基準を上げた。,上げる,その汗を流して手に入れたものを、ただで他に上げるということは出来ない。,N1,3
私は先生に教えてもらいながら、日本語のレベルを上げている。,上げる,その汗を流して手に入れたものを、ただで他に上げるということは出来ない。,N1,3
