sentence,target_word,context_sentence,target_level,system_id
遠藤はこう言いながら、上衣の隠しに手を入れると、一挺のピストルを引き出しました。,入れる,遠藤はこう言いながら、上衣の隠しに手を入れると、一挺のピストルを引き出しました。,N5,3
．彼はお金を財布に入れる。,入れる,遠藤はこう言いながら、上衣の隠しに手を入れると、一挺のピストルを引き出しました。,N5,3
．私は鍵を鞄に入れるのを忘れました。,入れる,遠藤はこう言いながら、上衣の隠しに手を入れると、一挺のピストルを引き出しました。,N5,3
．母は料理に調味料を入れる。,入れる,遠藤はこう言いながら、上衣の隠しに手を入れると、一挺のピストルを引き出しました。,N5,3
．彼は部屋に花を入れる。,入れる,遠藤はこう言いながら、上衣の隠しに手を入れると、一挺のピストルを引き出しました。,N5,3
．友達はコーヒーに砂糖を入れる。,入れる,遠藤はこう言いながら、上衣の隠しに手を入れると、一挺のピストルを引き出しました。,N5,3
私はお金を財布に入れる。,入れる,遠藤はこう言いながら、上衣の隠しに手を入れると、一挺のピストルを引き出しました。,N5,3
彼は本をバッグに入れる。,入れる,遠藤はこう言いながら、上衣の隠しに手を入れると、一挺のピストルを引き出しました。,N5,3
お風呂に温かい水を入れる。,入れる,遠藤はこう言いながら、上衣の隠しに手を入れると、一挺のピストルを引き出しました。,N5,3
子供たちはお菓子を口に入れる。,入れる,遠藤はこう言いながら、上衣の隠しに手を入れると、一挺のピストルを引き出しました。,N5,3
公園にはたくさんの人がピクニック用具を入れたバスケットを持っています。,入れる,遠藤はこう言いながら、上衣の隠しに手を入れると、一挺のピストルを引き出しました。,N5,3
