sentence,target_word,context_sentence,target_level,system_id,block_id,random_ordering
またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,持つ,またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,N5,3,28,I
彼はいつも頭に帽子を持つ。,持つ,またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,N5,3,28,I
子犬はおもちゃを口に持って遊ぶ。,持つ,またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,N5,3,28,I
友達と一緒に荷物を持って駅まで行く。,持つ,またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,N5,3,28,I
彼はカメラを手に持って風景を撮影する。,持つ,またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,N5,3,28,I
ペンを右手で持つ。,持つ,またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,N5,3,28,I
彼は強い意志を持っている。,持つ,またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,N5,3,28,I
私は大切な思い出を心に持っている。,持つ,またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,N5,3,28,I
彼は将来の夢を持って勉強している。,持つ,またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,N5,3,28,I
彼女は美しい声を持っている。,持つ,またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,N5,3,28,I
