sentence,target_word,context_sentence,target_level,system_id
原作では創造主の下僕でもあり、モコナの前では謙遜した態度をとる。,前,原作では創造主の下僕でもあり、モコナの前では謙遜した態度をとる。,N3,3
小学校のクラスで前の席に座っている友達に手を振りました。,前,原作では創造主の下僕でもあり、モコナの前では謙遜した態度をとる。,N3,3
先週の会議で、上司の前で緊張しながらプレゼンテーションを行いました。,前,原作では創造主の下僕でもあり、モコナの前では謙遜した態度をとる。,N3,3
テレビの前に座りながら、美味しそうな料理のレシピをメモしました。,前,原作では創造主の下僕でもあり、モコナの前では謙遜した態度をとる。,N3,3
町の図書館の前で友達と待ち合わせをしました。,前,原作では創造主の下僕でもあり、モコナの前では謙遜した態度をとる。,N3,3
大切な面接の前に、自分の強みと弱みをしっかりと考えておきました。,前,原作では創造主の下僕でもあり、モコナの前では謙遜した態度をとる。,N3,3
彼は面接の前に緊張しています。,前,原作では創造主の下僕でもあり、モコナの前では謙遜した態度をとる。,N3,3
クラスの前で発表するのは怖いです。,前,原作では創造主の下僕でもあり、モコナの前では謙遜した態度をとる。,N3,3
会議の前に資料を準備してください。,前,原作では創造主の下僕でもあり、モコナの前では謙遜した態度をとる。,N3,3
食事の前に手を洗ってください。,前,原作では創造主の下僕でもあり、モコナの前では謙遜した態度をとる。,N3,3
旅行の前に荷物を整理しておきましょう。,前,原作では創造主の下僕でもあり、モコナの前では謙遜した態度をとる。,N3,3
