sentence,target_word,context_sentence,target_level,system_id,block_id,random_ordering
また、東西お互いに相手を非難するプロパガンダ放送を流し合っていた。,相手,また、東西お互いに相手を非難するプロパガンダ放送を流し合っていた。,N5,3,21,E
彼は相手の発言に敏感に反応した。,相手,また、東西お互いに相手を非難するプロパガンダ放送を流し合っていた。,N5,3,21,E
相手を信頼できるかどうかを見極める必要がある。,相手,また、東西お互いに相手を非難するプロパガンダ放送を流し合っていた。,N5,3,21,E
相手の意見を尊重することが大切だ。,相手,また、東西お互いに相手を非難するプロパガンダ放送を流し合っていた。,N5,3,21,E
彼は相手の要望に応えるために努力した。,相手,また、東西お互いに相手を非難するプロパガンダ放送を流し合っていた。,N5,3,21,E
相手の喜ぶことを考えてサプライズを用意した。,相手,また、東西お互いに相手を非難するプロパガンダ放送を流し合っていた。,N5,3,21,E
相手の言葉にしっかりと耳を傾けましょう。,相手,また、東西お互いに相手を非難するプロパガンダ放送を流し合っていた。,N5,3,21,E
会議での相手に対する敬意は大切です。,相手,また、東西お互いに相手を非難するプロパガンダ放送を流し合っていた。,N5,3,21,E
相手の視点を理解することがコミュニケーションの基本です。,相手,また、東西お互いに相手を非難するプロパガンダ放送を流し合っていた。,N5,3,21,E
スポーツはチームで相手と競い合うものです。,相手,また、東西お互いに相手を非難するプロパガンダ放送を流し合っていた。,N5,3,21,E
相手を尊重する態度を持つことが重要です。,相手,また、東西お互いに相手を非難するプロパガンダ放送を流し合っていた。,N5,3,21,E
