sentence,target_word,context_sentence,target_level,system_id
罪人はおとなしく椅子に腰を掛ける。,掛ける,罪人はおとなしく椅子に腰を掛ける。,N5,3
彼は帽子を頭に掛けました。,掛ける,罪人はおとなしく椅子に腰を掛ける。,N5,3
私たちは友達とテーブルに布を掛けました。,掛ける,罪人はおとなしく椅子に腰を掛ける。,N5,3
学生たちは教科書を机の上に掛けました。,掛ける,罪人はおとなしく椅子に腰を掛ける。,N5,3
母は壁に絵を掛けました。,掛ける,罪人はおとなしく椅子に腰を掛ける。,N5,3
彼は車の鍵を壁に掛けておきました。,掛ける,罪人はおとなしく椅子に腰を掛ける。,N5,3
私は帽子を頭に掛けました。,掛ける,罪人はおとなしく椅子に腰を掛ける。,N5,3
彼は手を壁に掛けて立っていました。,掛ける,罪人はおとなしく椅子に腰を掛ける。,N5,3
母は料理を火に掛けています。,掛ける,罪人はおとなしく椅子に腰を掛ける。,N5,3
学生たちは教科書を机に掛けて勉強しています。,掛ける,罪人はおとなしく椅子に腰を掛ける。,N5,3
私は自転車に鍵を掛けて安全を確保しました。,掛ける,罪人はおとなしく椅子に腰を掛ける。,N5,3
