sentence,target_word,context_sentence,target_level,system_id
学校の外では「広場の王様」とあだ名されたという。,外,学校の外では「広場の王様」とあだ名されたという。,N3,3
彼は外で遊ぶことが大好きで、いつも公園で友達と遊んでいます。,外,学校の外では「広場の王様」とあだ名されたという。,N3,3
雨が降っていたので、私たちは外でピクニックするのをやめました。,外,学校の外では「広場の王様」とあだ名されたという。,N3,3
外で道に迷ってしまいましたが、親切な人に助けてもらいました。,外,学校の外では「広場の王様」とあだ名されたという。,N3,3
彼は外の仕事に就くことを決めて、農家で働くことになりました。,外,学校の外では「広場の王様」とあだ名されたという。,N3,3
外での運動は健康に良いと言われているので、毎日ジョギングしています。,外,学校の外では「広場の王様」とあだ名されたという。,N3,3
昨日のパーティーで、外のテラスで楽しく過ごしました。,外,学校の外では「広場の王様」とあだ名されたという。,N3,3
外を歩いている最中、突然雨が降り出しました。,外,学校の外では「広場の王様」とあだ名されたという。,N3,3
私たちは外の公園でピクニックを楽しんでいました。,外,学校の外では「広場の王様」とあだ名されたという。,N3,3
彼は外のカフェで友達と会っているところを見かけました。,外,学校の外では「広場の王様」とあだ名されたという。,N3,3
外でのスポーツの試合は、天候によって中止になることがあります。,外,学校の外では「広場の王様」とあだ名されたという。,N3,3
