sentence,target_word,context_sentence,target_level,system_id
クリスタルを取得すると以降は同じ位置に青い星のかけらが配置される。,青い,クリスタルを取得すると以降は同じ位置に青い星のかけらが配置される。,N1,3
小さな川の水は、青い空と一体となり輝いている。,青い,クリスタルを取得すると以降は同じ位置に青い星のかけらが配置される。,N1,3
青い瞳をした彼女は、その美しさで人々を魅了している。,青い,クリスタルを取得すると以降は同じ位置に青い星のかけらが配置される。,N1,3
青い海を泳ぐイルカたちの姿が、心を癒してくれる。,青い,クリスタルを取得すると以降は同じ位置に青い星のかけらが配置される。,N1,3
青い花が庭の中央に咲き誇っている。,青い,クリスタルを取得すると以降は同じ位置に青い星のかけらが配置される。,N1,3
青い空が広がる中、友達と楽しくピクニックをするのは最高だ。,青い,クリスタルを取得すると以降は同じ位置に青い星のかけらが配置される。,N1,3
青い空を見上げると、心が穏やかになる。,青い,クリスタルを取得すると以降は同じ位置に青い星のかけらが配置される。,N1,3
彼は青い制服を着て、学校に向かった。,青い,クリスタルを取得すると以降は同じ位置に青い星のかけらが配置される。,N1,3
家の前には湖が広がり、その青い水面が美しい。,青い,クリスタルを取得すると以降は同じ位置に青い星のかけらが配置される。,N1,3
夏の夜には、庭に出て青い蛍が舞うのを見ることができる。,青い,クリスタルを取得すると以降は同じ位置に青い星のかけらが配置される。,N1,3
山々は遠くに青く輝いていた。,青い,クリスタルを取得すると以降は同じ位置に青い星のかけらが配置される。,N1,3
