sentence,target_word,context_sentence,target_level,system_id
婆さんは三百弗の小切手を見ると、急に愛想がよくなりました。,見る,婆さんは三百弗の小切手を見ると、急に愛想がよくなりました。,N5,3
公園で子供たちが楽しそうに遊んでいるのを見ると、私も笑顔になります。,見る,婆さんは三百弗の小切手を見ると、急に愛想がよくなりました。,N5,3
ドラマを見ると、感情に引き込まれてしまいます。,見る,婆さんは三百弗の小切手を見ると、急に愛想がよくなりました。,N5,3
山の頂上からの景色を見ると、息をのむほど美しかったです。,見る,婆さんは三百弗の小切手を見ると、急に愛想がよくなりました。,N5,3
雨が降り出す前に、空を見て雲の色を確かめましょう。,見る,婆さんは三百弗の小切手を見ると、急に愛想がよくなりました。,N5,3
古い写真を見ると、昔の思い出がよみがえってきます。,見る,婆さんは三百弗の小切手を見ると、急に愛想がよくなりました。,N5,3
山の頂上から夕日を見ると、美しい景色が広がりました。,見る,婆さんは三百弗の小切手を見ると、急に愛想がよくなりました。,N5,3
友達が映画を見るために私の家にやってきました。,見る,婆さんは三百弗の小切手を見ると、急に愛想がよくなりました。,N5,3
ペットショップで可愛い子犬を見ると、心がときめきました。,見る,婆さんは三百弗の小切手を見ると、急に愛想がよくなりました。,N5,3
今日は新しいレストランで美味しい料理を見る予定です。,見る,婆さんは三百弗の小切手を見ると、急に愛想がよくなりました。,N5,3
博物館で有名な絵画を見ることができました。,見る,婆さんは三百弗の小切手を見ると、急に愛想がよくなりました。,N5,3
