sentence,target_word,context_sentence,target_level,system_id,block_id,random_ordering
またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,持つ,またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,N1,3,8,A
彼は常に自信を持って行動する。,持つ,またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,N1,3,8,A
学生たちはプレッシャーにも負けずに希望を持って試験に臨んだ。,持つ,またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,N1,3,8,A
彼女は大きな夢を持ち続けている。,持つ,またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,N1,3,8,A
責任感を持って取り組むことが大切です。,持つ,またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,N1,3,8,A
彼は人々に関心を持って話を聞き、理解しようとする。,持つ,またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,N1,3,8,A
彼は常に自信を持ち続けることができる。,持つ,またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,N1,3,8,A
私は大切な思い出を心に持っています。,持つ,またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,N1,3,8,A
彼女は信念を持って自分の夢を追い求めている。,持つ,またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,N1,3,8,A
その地域は豊かな資源を持っている。,持つ,またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,N1,3,8,A
私たちは新しいプロジェクトに向けて進む勇気を持っています。,持つ,またお箸の手が違ったよといえば、すぐ右に直すけれど、少しするとまた左に持つ。,N1,3,8,A
