sentence,target_word,context_sentence,target_level,system_id,block_id,random_ordering
俺はそこで二時間ほど調べられた。,時間,俺はそこで二時間ほど調べられた。,N3,3,13,I
電車遅延のおかげで、学校に着くのに１時間もかかってしまいました。,時間,俺はそこで二時間ほど調べられた。,N3,3,13,I
昨日の新作映画の上映時間は2時間半でした。,時間,俺はそこで二時間ほど調べられた。,N3,3,13,I
インターネットで一時間遊ぶつもりが、気がつけば４時間も経っていました。,時間,俺はそこで二時間ほど調べられた。,N3,3,13,I
家族で海に行ったので、泳ぐのに３時間ほどかかりました。,時間,俺はそこで二時間ほど調べられた。,N3,3,13,I
インターネットのサーバーがダウンしていて、復旧までしばらく時間がかかる見込みです。,時間,俺はそこで二時間ほど調べられた。,N3,3,13,I
明日の打ち合わせは予想よりも時間がかかりそうですので、調整していただけますか。,時間,俺はそこで二時間ほど調べられた。,N3,3,13,I
今日は時間があるので、新しいレシピを試してみようと思います。,時間,俺はそこで二時間ほど調べられた。,N3,3,13,I
地震が発生してからすでに10時間経ちましたが、まだ被災地には救援物資が届いていません。,時間,俺はそこで二時間ほど調べられた。,N3,3,13,I
頑張って勉強していたのに、教科書を読むだけで時間が過ぎてしまった。,時間,俺はそこで二時間ほど調べられた。,N3,3,13,I
