sentence,target_word,context_sentence,target_level,system_id
私は母の愛というものに就いて考える。,考える,私は母の愛というものに就いて考える。,N5,3
彼は自分の将来について真剣に考える。,考える,私は母の愛というものに就いて考える。,N5,3
私たちは新しい事業の展開について考える必要がある。,考える,私は母の愛というものに就いて考える。,N5,3
子供たちは夏休み中、どこに行きたいのか考えている。,考える,私は母の愛というものに就いて考える。,N5,3
彼女は自分の意見を明確にするために、よく考える癖がある。,考える,私は母の愛というものに就いて考える。,N5,3
イベントの企画について、チームで考える時間が必要だ。,考える,私は母の愛というものに就いて考える。,N5,3
彼は将来のキャリアについて真剣に考える。,考える,私は母の愛というものに就いて考える。,N5,3
私は自分の意見をよく考える必要があると思う。,考える,私は母の愛というものに就いて考える。,N5,3
先生の言葉をしっかりと考えることが大切です。,考える,私は母の愛というものに就いて考える。,N5,3
彼女は自己成長について常に考える習慣がある。,考える,私は母の愛というものに就いて考える。,N5,3
結婚する前に、将来のパートナーとの生活をよく考える必要があります。,考える,私は母の愛というものに就いて考える。,N5,3
