sentence,target_word,context_sentence,target_level,system_id
これは結果的に、後のメンバー昇格する要因の一つだったと思われる。,一つ,これは結果的に、後のメンバー昇格する要因の一つだったと思われる。,N1,3
その本は私のコレクションの中で、特別な一つだ。,一つ,これは結果的に、後のメンバー昇格する要因の一つだったと思われる。,N1,3
東京旅行の中で、お寺を訪れることが一つの目標だった。,一つ,これは結果的に、後のメンバー昇格する要因の一つだったと思われる。,N1,3
彼女の才能は多岐にわたるが、歌唱力は抜群に一つだ。,一つ,これは結果的に、後のメンバー昇格する要因の一つだったと思われる。,N1,3
試験の中でミスをしたが、それは成功の要因の一つにはなるだろう。,一つ,これは結果的に、後のメンバー昇格する要因の一つだったと思われる。,N1,3
映画のヒットは宣伝戦略の一つとして考えられる。,一つ,これは結果的に、後のメンバー昇格する要因の一つだったと思われる。,N1,3
．この映画は、アカデミー賞にノミネートされた作品の一つです。,一つ,これは結果的に、後のメンバー昇格する要因の一つだったと思われる。,N1,3
．私たちのプロジェクトにおいて、問題の一つは予算の不足です。,一つ,これは結果的に、後のメンバー昇格する要因の一つだったと思われる。,N1,3
．彼女の魅力の一つは、素晴らしい笑顔です。,一つ,これは結果的に、後のメンバー昇格する要因の一つだったと思われる。,N1,3
．その都市には、美しい公園がたくさんあるが、特に有名なものの一つは桜の木です。,一つ,これは結果的に、後のメンバー昇格する要因の一つだったと思われる。,N1,3
．私たちの家族の一つの伝統は、クリスマスにみんなで一緒に料理を作ることです。,一つ,これは結果的に、後のメンバー昇格する要因の一つだったと思われる。,N1,3
