sentence,target_word,context_sentence,target_level,system_id
這入りこんで現場を見届けてやろう。,現場,這入りこんで現場を見届けてやろう。,N3,3
駅の改装工事現場で頑張って作業している作業員たちに感謝の気持ちを伝えたい。,現場,這入りこんで現場を見届けてやろう。,N3,3
事故現場での目撃者の証言が事件解明の鍵となる可能性がある。,現場,這入りこんで現場を見届けてやろう。,N3,3
大規模な火事が発生した現場では、消防士たちが一生懸命火災を鎮火しようとしていた。,現場,這入りこんで現場を見届けてやろう。,N3,3
詐欺事件の捜査現場では、証拠を見つけるために警察官たちが徹底的な捜査を行っていた。,現場,這入りこんで現場を見届けてやろう。,N3,3
建設中の高層ビルの現場から美しい夕焼けが見え、一時の息抜きとなった。,現場,這入りこんで現場を見届けてやろう。,N3,3
彼は現場での経験が豊富だ。,現場,這入りこんで現場を見届けてやろう。,N3,3
緊急の現場で助けを求めていた。,現場,這入りこんで現場を見届けてやろう。,N3,3
現場での指示に従って作業を進めた。,現場,這入りこんで現場を見届けてやろう。,N3,3
その事件は現場の証拠に基づいて解決された。,現場,這入りこんで現場を見届けてやろう。,N3,3
現場での事故の原因を調査している。,現場,這入りこんで現場を見届けてやろう。,N3,3
