sentence,target_word,context_sentence,target_level,system_id
一間は這入って来た人に冷やかな、不愉快な印象を与える。,与える,一間は這入って来た人に冷やかな、不愉快な印象を与える。,N5,3
小さなプレゼントは友達に喜びを与えることができます。,与える,一間は這入って来た人に冷やかな、不愉快な印象を与える。,N5,3
良いアドバイスは他人にヒントを与えることができます。,与える,一間は這入って来た人に冷やかな、不愉快な印象を与える。,N5,3
頭痛は私に不快感を与える。,与える,一間は這入って来た人に冷やかな、不愉快な印象を与える。,N5,3
充実した経験は人々に刺激を与えることができます。,与える,一間は這入って来た人に冷やかな、不愉快な印象を与える。,N5,3
美しい景色は心に平和を与えます。,与える,一間は這入って来た人に冷やかな、不愉快な印象を与える。,N5,3
彼の言葉は私に勇気を与える。,与える,一間は這入って来た人に冷やかな、不愉快な印象を与える。,N5,3
その問題はみんなに頭痛を与えた。,与える,一間は這入って来た人に冷やかな、不愉快な印象を与える。,N5,3
彼の行動は周りの人々に混乱を与えた。,与える,一間は這入って来た人に冷やかな、不愉快な印象を与える。,N5,3
その映画は私に感動を与えた。,与える,一間は這入って来た人に冷やかな、不愉快な印象を与える。,N5,3
彼女の笑顔はみんなに元気を与えた。,与える,一間は這入って来た人に冷やかな、不愉快な印象を与える。,N5,3
