sentence,target_word,context_sentence,target_level,system_id
また聞こえてくる君尾の笑い声、はなやかで明るくてサッパリしている。,サッパリ,また聞こえてくる君尾の笑い声、はなやかで明るくてサッパリしている。,N3,3
彼女はサッパリした性格で、いつも明るく人を元気にする。,サッパリ,また聞こえてくる君尾の笑い声、はなやかで明るくてサッパリしている。,N3,3
このお茶はサッパリしていて、夏にぴったりだ。,サッパリ,また聞こえてくる君尾の笑い声、はなやかで明るくてサッパリしている。,N3,3
サッパリした気分で新しい一日をスタートしよう。,サッパリ,また聞こえてくる君尾の笑い声、はなやかで明るくてサッパリしている。,N3,3
長い髪をサッパリ切って、新しいヘアスタイルに挑戦した。,サッパリ,また聞こえてくる君尾の笑い声、はなやかで明るくてサッパリしている。,N3,3
ハイキング後の温泉で体がサッパリとリフレッシュした。,サッパリ,また聞こえてくる君尾の笑い声、はなやかで明るくてサッパリしている。,N3,3
最近、暑い日が続いているけど、サッパリとした風が吹いてきて気持ちがいい。,サッパリ,また聞こえてくる君尾の笑い声、はなやかで明るくてサッパリしている。,N3,3
ピリ辛の料理を食べた後、サッパリとしたサラダが欲しくなった。,サッパリ,また聞こえてくる君尾の笑い声、はなやかで明るくてサッパリしている。,N3,3
シャワーを浴びた後、体がサッパリと爽やかな感じになった。,サッパリ,また聞こえてくる君尾の笑い声、はなやかで明るくてサッパリしている。,N3,3
今日は忙しい日だったけど、一日の仕事を終えて家に帰るとサッパリとした気分になった。,サッパリ,また聞こえてくる君尾の笑い声、はなやかで明るくてサッパリしている。,N3,3
掃除をして部屋をサッパリと整理したので、気持ちがすっきりした。,サッパリ,また聞こえてくる君尾の笑い声、はなやかで明るくてサッパリしている。,N3,3
