sentence,target_word,context_sentence,target_level,system_id
そして弾丸が始終高い所ばかりを飛ぶようになった。,高い,そして弾丸が始終高い所ばかりを飛ぶようになった。,N3,3
最近、物価が高くて買い物が厳しい。,高い,そして弾丸が始終高い所ばかりを飛ぶようになった。,N3,3
この山は登りが高くて息が切れる。,高い,そして弾丸が始終高い所ばかりを飛ぶようになった。,N3,3
彼の授業はレベルが高くて理解するのが大変だ。,高い,そして弾丸が始終高い所ばかりを飛ぶようになった。,N3,3
あのビルは高くて一度も中に入ったことがない。,高い,そして弾丸が始終高い所ばかりを飛ぶようになった。,N3,3
彼女の声は高くて遠くまで響く。,高い,そして弾丸が始終高い所ばかりを飛ぶようになった。,N3,3
山の頂上から見る夕焼けは、その美しさに言葉が出ないほど高い。,高い,そして弾丸が始終高い所ばかりを飛ぶようになった。,N3,3
彼の評判は高く、多くの人々が彼の指導のもとで学びたいと思っている。,高い,そして弾丸が始終高い所ばかりを飛ぶようになった。,N3,3
最近の物価上昇の影響で、生活費がますます高くなってきた。,高い,そして弾丸が始終高い所ばかりを飛ぶようになった。,N3,3
この映画は評判がとても高く、多くの人々が見に来ている。,高い,そして弾丸が始終高い所ばかりを飛ぶようになった。,N3,3
彼女の歌声は他の歌手とは比べ物にならないほど高い。,高い,そして弾丸が始終高い所ばかりを飛ぶようになった。,N3,3
