sentence,target_word,context_sentence,target_level,system_id
味噌を食事の一部にすることは非常に良いと考えられている。,良い,味噌を食事の一部にすることは非常に良いと考えられている。,N5,3
彼は良い発表をした。,良い,味噌を食事の一部にすることは非常に良いと考えられている。,N5,3
この本は良い評価を受けている。,良い,味噌を食事の一部にすることは非常に良いと考えられている。,N5,3
高校生にとって、良い友達は大切だ。,良い,味噌を食事の一部にすることは非常に良いと考えられている。,N5,3
今日は良い天気だね。,良い,味噌を食事の一部にすることは非常に良いと考えられている。,N5,3
このレストランの料理はとても良い味だ。,良い,味噌を食事の一部にすることは非常に良いと考えられている。,N5,3
彼女のアドバイスはとても良いです。,良い,味噌を食事の一部にすることは非常に良いと考えられている。,N5,3
この本は読みやすくて良い評判があります。,良い,味噌を食事の一部にすることは非常に良いと考えられている。,N5,3
今日の天気はとても良いですね。,良い,味噌を食事の一部にすることは非常に良いと考えられている。,N5,3
彼の提案は非常に良いアイデアだと思います。,良い,味噌を食事の一部にすることは非常に良いと考えられている。,N5,3
このレストランの料理はとても良いです。,良い,味噌を食事の一部にすることは非常に良いと考えられている。,N5,3
