sentence,target_word,context_sentence,target_level,system_id
空からはちらほらと、たゆたいながら雪が落ち始める。,始める,空からはちらほらと、たゆたいながら雪が落ち始める。,N1,3
自分の夢を追いかけるため、一生懸命勉強を始める。,始める,空からはちらほらと、たゆたいながら雪が落ち始める。,N1,3
新しいプロジェクトの計画を立て、実行を始める。,始める,空からはちらほらと、たゆたいながら雪が落ち始める。,N1,3
春が訪れて、桜の花が一斉に咲き始める。,始める,空からはちらほらと、たゆたいながら雪が落ち始める。,N1,3
体を鍛えるためにジムに通い始める。,始める,空からはちらほらと、たゆたいながら雪が落ち始める。,N1,3
結婚式が始まる前に、神社でお祈りを始めましょう。,始める,空からはちらほらと、たゆたいながら雪が落ち始める。,N1,3
長年の夢を叶えるために、新しいキャリアを始める覚悟ができました。,始める,空からはちらほらと、たゆたいながら雪が落ち始める。,N1,3
毎日の適度な運動を始めることで、健康な生活を送ることができます。,始める,空からはちらほらと、たゆたいながら雪が落ち始める。,N1,3
新しい言語を学ぶために、留学準備を始めることにしました。,始める,空からはちらほらと、たゆたいながら雪が落ち始める。,N1,3
夏休みが終わり、新学期が始まると、教室は生徒たちでにぎわい始める。,始める,空からはちらほらと、たゆたいながら雪が落ち始める。,N1,3
