sentence,target_word,context_sentence,target_level,system_id
鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N5,3
彼の鋭い観察力は、常に物事の隠れた面を見つけることができる。,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N5,3
鋭い感覚を持つ彼女は、問題の本質を的確に把握することができる。,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N5,3
彼は鋭い洞察力を持っており、人々の本音を見抜くことができる。,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N5,3
鋭い反応力を持つ彼は、瞬時に状況に対応することができる。,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N5,3
彼の鋭い才能は、課題を解決するための新しいアプローチを見つけ出すことができる。,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N5,3
彼の鋭い観察力は問題の本質を見抜くことができる。,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N5,3
彼女の鋭い才能は多くの人々を魅了する。,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N5,3
鋭い勘を持つ彼は、危険を察知するのが得意だ。,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N5,3
彼の鋭い意見には常に説得力がある。,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N5,3
鋭い刃物を使って料理をすることは危険です。,鋭い,鋭い鎌でどんな物も真っ二つにしてしまうがこんにゃくだけは切れない。,N5,3
