sentence,target_word,context_sentence,target_level,system_id
但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N3,3
この地域の文化は、音楽や伝統芸能の面でも非常に豊かです。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N3,3
私たちの文化を守りながら、国際的な交流を促進していきたいと考えています。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N3,3
最近の若者の間では、外国の文化に興味を持つ人が増えてきています。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N3,3
この映画は、異なる国の文化を紹介しながら、共通の人間の喜びや悲しみを描いています。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N3,3
私たちの国の文化は豊かで多様性に富んでいます。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N3,3
地域の文化を守りながら、新たなアイデアを取り入れることが大切です。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N3,3
外国に行くと、異なる文化の発見が私たちの視野を広げます。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N3,3
文化とは、その土地の歴史や伝統を体現するものだと思います。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N3,3
文化交流は世界平和を築くために必要不可欠な要素です。,文化,但しこれも人類の文化が進み人類の感情が進んだときどう変るかそれはわかりません。,N3,3
