sentence,target_word,context_sentence,target_level,system_id
いざ金がいるとなると、ポルジイはどんな危険な相談にでも乗る。,乗る,いざ金がいるとなると、ポルジイはどんな危険な相談にでも乗る。,N3,3
最新の公共交通機関に乗ることで、時間の節約になります。,乗る,いざ金がいるとなると、ポルジイはどんな危険な相談にでも乗る。,N3,3
高速バスに乗って、遠くへ旅行に行きたいです。,乗る,いざ金がいるとなると、ポルジイはどんな危険な相談にでも乗る。,N3,3
自転車に乗ると、心地よい風を感じることができます。,乗る,いざ金がいるとなると、ポルジイはどんな危険な相談にでも乗る。,N3,3
新幹線に乗って、快適な旅を楽しみましょう。,乗る,いざ金がいるとなると、ポルジイはどんな危険な相談にでも乗る。,N3,3
船に乗って海を渡ると、新しい体験ができます。,乗る,いざ金がいるとなると、ポルジイはどんな危険な相談にでも乗る。,N3,3
ローラー・コースターに乗るのは怖くてできません。,乗る,いざ金がいるとなると、ポルジイはどんな危険な相談にでも乗る。,N3,3
明日の朝早く出発するために、夜行バスに乗ります。,乗る,いざ金がいるとなると、ポルジイはどんな危険な相談にでも乗る。,N3,3
電車に乗って都心に向かいます。,乗る,いざ金がいるとなると、ポルジイはどんな危険な相談にでも乗る。,N3,3
子どもたちは喜んでカルーセルに乗る。,乗る,いざ金がいるとなると、ポルジイはどんな危険な相談にでも乗る。,N3,3
バイクに乗るのが私の趣味です。,乗る,いざ金がいるとなると、ポルジイはどんな危険な相談にでも乗る。,N3,3
