sentence,target_word,context_sentence,target_level,system_id
この意味で、会話は、彼の意図通り、方向を転換したと云っても差支えない。,意味,この意味で、会話は、彼の意図通り、方向を転換したと云っても差支えない。,N5,3
彼の言葉は深い意味を含んでいる。,意味,この意味で、会話は、彼の意図通り、方向を転換したと云っても差支えない。,N5,3
私はその言葉の意味が分からない。,意味,この意味で、会話は、彼の意図通り、方向を転換したと云っても差支えない。,N5,3
彼女の行動には何か意味があるのかもしれない。,意味,この意味で、会話は、彼の意図通り、方向を転換したと云っても差支えない。,N5,3
彼は私にその言葉の意味を教えてくれた。,意味,この意味で、会話は、彼の意図通り、方向を転換したと云っても差支えない。,N5,3
この本には多くの深層の意味が込められている。,意味,この意味で、会話は、彼の意図通り、方向を転換したと云っても差支えない。,N5,3
彼の優しい笑顔は、愛情の意味を伝えています。,意味,この意味で、会話は、彼の意図通り、方向を転換したと云っても差支えない。,N5,3
この歌の歌詞は、深いメッセージの意味を持っています。,意味,この意味で、会話は、彼の意図通り、方向を転換したと云っても差支えない。,N5,3
彼の行動は、友情の意味を示しています。,意味,この意味で、会話は、彼の意図通り、方向を転換したと云っても差支えない。,N5,3
儀式には、神聖な意味が込められています。,意味,この意味で、会話は、彼の意図通り、方向を転換したと云っても差支えない。,N5,3
その絵画には、芸術家の感情の意味が宿っています。,意味,この意味で、会話は、彼の意図通り、方向を転換したと云っても差支えない。,N5,3
